,animal_id,animal_type,outcome_type
26212,A698626,Cat,Euthanasia
26213,A694564,Cat,Transfer
26214,A697757,Dog,Adoption
26215,A695304,Dog,Transfer
26216,A690137,Cat,Adoption
26217,A698155,Dog,Adoption
26218,A695842,Dog,Transfer
26219,A695342,Dog,Adoption
26220,A695984,Dog,Euthanasia
26221,A698156,Dog,Adoption
26222,A699237,Dog,Adoption
26223,A673532,Dog,Adoption
26224,A694978,Cat,Transfer
26225,A651363,Dog,Return to Owner
26226,A696009,Dog,Adoption
26227,A696586,Dog,Adoption
26228,A695520,Dog,Adoption
26229,A696555,Dog,Adoption
26230,A699690,Dog,Return to Owner
26231,A695932,Dog,Return to Owner
26232,A695370,Cat,Adoption
26233,A696577,Dog,Adoption
26234,A687654,Dog,Return to Owner
26235,A698065,Dog,Transfer
26236,A689010,Dog,Adoption
26237,A696320,Cat,Transfer
26238,A695921,Cat,Adoption
26239,A696239,Other,Transfer
26240,A697016,Dog,Adoption
26241,A699769,Dog,Transfer
26242,A682587,Dog,Return to Owner
26243,A697146,Cat,Transfer
26244,A695093,Dog,Adoption
26245,A688736,Cat,Transfer
26246,A697450,Dog,Return to Owner
26247,A698186,Dog,Transfer
26248,A699155,Dog,Adoption
26249,A694387,Dog,Adoption
26250,A696274,Cat,Euthanasia
26251,A699180,Dog,Transfer
26252,A697835,Dog,Return to Owner
26253,A696342,Cat,Transfer
26254,A743498,Dog,Return to Owner
26255,A699489,Dog,Return to Owner
26256,A687219,Dog,Transfer
26257,A696396,Dog,Adoption
26258,A695965,Dog,Adoption
26259,A696292,Dog,Return to Owner
26260,A695460,Cat,Adoption
26261,A695294,Dog,Adoption
26262,A693912,Dog,Return to Owner
26263,A621530,Dog,Return to Owner
26264,A694405,Cat,Adoption
26265,A694967,Dog,Return to Owner
26266,A697729,Cat,Adoption
26267,A694115,Dog,Transfer
26268,A689871,Dog,Adoption
26269,A696104,Dog,Return to Owner
26270,A692855,Dog,Euthanasia
26271,A694770,Cat,Transfer
26272,A698448,Dog,Adoption
26273,A696325,Dog,Adoption
26274,A658212,Dog,Adoption
26275,A696246,Dog,Adoption
26276,A695236,Cat,Adoption
26277,A699762,Other,Euthanasia
26278,A697368,Dog,Adoption
26279,A697007,Other,Euthanasia
26280,A696844,Cat,Adoption
26281,A447753,Dog,Transfer
26282,A698122,Dog,Transfer
26283,A698748,Dog,Adoption
26284,A649966,Dog,Return to Owner
26285,A693973,Other,Transfer
26286,A696628,Cat,Euthanasia
26287,A695953,Dog,Transfer
26288,A696152,Dog,Adoption
26289,A690415,Cat,Adoption
26290,A695916,Dog,Adoption
26291,A699381,Other,Euthanasia
26292,A620379,Dog,Euthanasia
26293,A686690,Dog,Adoption
26294,A695179,Dog,Transfer
26295,A693362,Cat,Adoption
26296,A695345,Dog,Adoption
26297,A699502,Cat,Euthanasia
26298,A688934,Dog,Return to Owner
26299,A578318,Dog,Return to Owner
26300,A696217,Dog,Adoption
26301,A696275,Dog,Adoption
26302,A688519,Cat,Adoption
26303,A696169,Dog,Return to Owner
26304,A695551,Dog,Euthanasia
26305,A649271,Dog,Adoption
26306,A695426,Cat,Euthanasia
26307,A695851,Other,Euthanasia
26308,A694425,Dog,Return to Owner
26309,A647492,Dog,Return to Owner
26310,A674392,Dog,Transfer
26311,A681167,Dog,Adoption
26312,A696051,Dog,Adoption
26313,A498842,Dog,Euthanasia
26314,A694637,Dog,Transfer
26315,A692031,Cat,Adoption
26316,A692273,Dog,Adoption
26317,A621306,Dog,Adoption
26318,A692339,Dog,Adoption
26319,A695195,Dog,Transfer
26320,A695186,Dog,Transfer
26321,A694996,Cat,Transfer
26322,A695174,Cat,Adoption
26323,A695488,Dog,Euthanasia
26324,A696896,Dog,Return to Owner
26325,A694701,Dog,Return to Owner
26326,A699555,Dog,Transfer
26327,A691482,Cat,Adoption
26328,A693891,Dog,Transfer
26329,A697253,Dog,Adoption
26330,A699283,Dog,Adoption
26331,A696960,Cat,Euthanasia
26332,A694918,Cat,Transfer
26333,A698967,Dog,Return to Owner
26334,A695976,Dog,Return to Owner
26335,A699705,Other,Euthanasia
26336,A698157,Dog,Adoption
26337,A696979,Dog,Adoption
26338,A698076,Dog,Adoption
26339,A697075,Dog,Adoption
26340,A694249,Dog,Adoption
26341,A698300,Dog,Return to Owner
26342,A693940,Dog,Adoption
26343,A694531,Dog,Adoption
26344,A688679,Dog,Adoption
26345,A685845,Dog,Euthanasia
26346,A672197,Dog,Return to Owner
26347,A690234,Dog,Return to Owner
26348,A697688,Dog,Adoption
26349,A698132,Cat,Adoption
26350,A691893,Cat,Adoption
26351,A696563,Cat,Transfer
26352,A693514,Dog,Adoption
26353,A689186,Dog,Adoption
26354,A695858,Other,Euthanasia
26355,A694139,Cat,Euthanasia
26356,A696006,Dog,Adoption
26357,A698783,Other,Euthanasia
26358,A697893,Cat,Transfer
26359,A672136,Dog,Return to Owner
26360,A695676,Cat,Return to Owner
26361,A697281,Dog,Adoption
26362,A697230,Cat,Euthanasia
26363,A699246,Dog,Transfer
26364,A698469,Dog,Transfer
26365,A697737,Cat,Adoption
26366,A696559,Dog,Adoption
26367,A695569,Dog,Return to Owner
26368,A694908,Dog,Transfer
26369,A694433,Dog,Adoption
26370,A699353,Dog,Transfer
26371,A695830,Dog,Return to Owner
26372,A699683,Dog,Return to Owner
26373,A694158,Dog,Adoption
26374,A694743,Cat,Adoption
26375,A697910,Cat,Transfer
26376,A688671,Dog,Return to Owner
26377,A695213,Dog,Adoption
26378,A697245,Dog,Return to Owner
26379,A693028,Cat,Adoption
26380,A597037,Dog,Adoption
26381,A699617,Other,Euthanasia
26382,A693323,Dog,Adoption
26383,A696201,Dog,Adoption
26384,A699541,Dog,Transfer
26385,A695497,Cat,Transfer
26386,A697488,Dog,Adoption
26387,A699011,Cat,Transfer
26388,A683137,Cat,Adoption
26389,A698266,Dog,Adoption
26390,A698214,Dog,Transfer
26391,A698590,Dog,Adoption
26392,A693791,Dog,Adoption
26393,A699678,Cat,Transfer
26394,A697371,Dog,Transfer
26395,A696358,Cat,Transfer
26396,A697536,Dog,Euthanasia
26397,A695911,Dog,Adoption
26398,A694300,Dog,Euthanasia
26399,A695769,Cat,Adoption
26400,A697149,Other,Euthanasia
26401,A698573,Cat,Transfer
26402,A694463,Cat,Transfer
26403,A694878,Dog,Transfer
26404,A693306,Cat,Adoption
26405,A696696,Dog,Return to Owner
26406,A694260,Dog,Adoption
26407,A695373,Cat,Euthanasia
26408,A695485,Other,Euthanasia
26409,A698280,Dog,Adoption
26410,A697150,Cat,Transfer
26411,A698848,Dog,Adoption
26412,A696876,Cat,Euthanasia
26413,A696240,Dog,Adoption
26414,A695774,Dog,Adoption
26415,A640993,Cat,Transfer
26416,A694329,Dog,Return to Owner
26417,A694394,Dog,Adoption
26418,A696469,Dog,Adoption
26419,A699397,Cat,Transfer
26420,A695582,Dog,Adoption
26421,A695695,Dog,Return to Owner
26422,A694501,Dog,Return to Owner
26423,A697457,Dog,Adoption
26424,A694388,Dog,Return to Owner
26425,A695429,Dog,Adoption
26426,A693653,Dog,Transfer
26427,A699671,Dog,Adoption
26428,A698189,Cat,Adoption
26429,A695871,Cat,Adoption
26430,A695063,Dog,Transfer
26431,A685514,Dog,Adoption
26432,A685101,Dog,Return to Owner
26433,A694263,Dog,Adoption
26434,A694326,Dog,Adoption
26435,A663819,Dog,Return to Owner
26436,A693766,Cat,Transfer
26437,A699772,Dog,Transfer
26438,A696639,Cat,Transfer
26439,A676663,Dog,Return to Owner
26440,A699240,Dog,Transfer
26441,A698781,Dog,Euthanasia
26442,A698654,Cat,Transfer
26443,A695739,Cat,Transfer
26444,A696752,Dog,Euthanasia
26445,A699222,Dog,Return to Owner
26446,A698127,Dog,Adoption
26447,A697856,Dog,Euthanasia
26448,A694155,Cat,Adoption
26449,A694566,Cat,Transfer
26450,A698125,Dog,Adoption
26451,A696394,Dog,Adoption
26452,A696538,Dog,Adoption
26453,A691541,Dog,Adoption
26454,A693930,Cat,Transfer
26455,A693403,Cat,Transfer
26456,A694583,Dog,Adoption
26457,A699100,Dog,Return to Owner
26458,A696372,Other,Euthanasia
26459,A696780,Dog,Transfer
26460,A695573,Dog,Return to Owner
26461,A695719,Cat,Transfer
26462,A699168,Cat,Adoption
26463,A697715,Cat,Transfer
26464,A695432,Cat,Transfer
26465,A696105,Dog,Adoption
26466,A698518,Other,Euthanasia
26467,A698896,Dog,Adoption
26468,A699872,Cat,Transfer
26469,A698603,Cat,Transfer
26470,A696794,Cat,Adoption
26471,A692340,Dog,Return to Owner
26472,A696954,Dog,Euthanasia
26473,A699154,Cat,Transfer
26474,A696158,Dog,Return to Owner
26475,A697760,Cat,Adoption
26476,A698589,Dog,Transfer
26477,A676035,Dog,Return to Owner
26478,A696629,Dog,Return to Owner
26479,A699305,Cat,Transfer
26480,A697012,Cat,Return to Owner
26481,A685696,Cat,Adoption
26482,A698730,Dog,Return to Owner
26483,A694152,Cat,Adoption
26484,A694499,Cat,Transfer
26485,A698323,Cat,Transfer
26486,A697361,Dog,Adoption
26487,A695643,Cat,Adoption
26488,A698582,Cat,Euthanasia
26489,A539485,Dog,Euthanasia
26490,A694307,Dog,Transfer
26491,A694902,Dog,Return to Owner
26492,A696480,Dog,Adoption
26493,A695807,Dog,Adoption
26494,A698509,Cat,Transfer
26495,A696299,Cat,Adoption
26496,A692559,Cat,Adoption
26497,A699621,Dog,Return to Owner
26498,A696205,Cat,Transfer
26499,A691943,Cat,Adoption
26500,A695787,Dog,Return to Owner
26501,A696745,Dog,Return to Owner
26502,A695177,Cat,Transfer
26503,A699431,Dog,Return to Owner
26504,A696439,Dog,Transfer
26505,A694732,Dog,Adoption
26506,A695285,Dog,Return to Owner
26507,A693687,Dog,Return to Owner
26508,A699317,Other,Transfer
26509,A695667,Cat,Transfer
26510,A699626,Dog,Adoption
26511,A695278,Dog,Adoption
26512,A692872,Cat,Adoption
26513,A696044,Cat,Transfer
26514,A697416,Cat,Transfer
26515,A698404,Dog,Return to Owner
26516,A694342,Dog,Transfer
26517,A695741,Dog,Adoption
26518,A663556,Dog,Adoption
26519,A677982,Dog,Return to Owner
26520,A697103,Dog,Euthanasia
26521,A641381,Dog,Return to Owner
26522,A697036,Dog,Adoption
26523,A695600,Dog,Transfer
26524,A698428,Other,Euthanasia
26525,A694156,Cat,Transfer
26526,A699398,Dog,Return to Owner
26527,A698321,Cat,Transfer
26528,A694739,Dog,Euthanasia
26529,A690604,Cat,Adoption
26530,A672981,Dog,Adoption
26531,A697062,Dog,Transfer
26532,A696755,Dog,Adoption
26533,A697442,Other,Euthanasia
26534,A669306,Dog,Return to Owner
26535,A697109,Cat,Transfer
26536,A694477,Dog,Transfer
26537,A698484,Dog,Return to Owner
26538,A697617,Dog,Adoption
26539,A696721,Cat,Euthanasia
26540,A698982,Dog,Return to Owner
26541,A698334,Dog,Adoption
26542,A697736,Cat,Transfer
26543,A695181,Dog,Adoption
26544,A650904,Dog,Adoption
26545,A699624,Other,Euthanasia
26546,A695253,Cat,Transfer
26547,A696544,Dog,Adoption
26548,A698117,Dog,Transfer
26549,A694365,Dog,Adoption
26550,A699914,Other,Euthanasia
26551,A698377,Other,Euthanasia
26552,A695780,Dog,Adoption
26553,A698476,Dog,Adoption
26554,A697646,Dog,Transfer
26555,A698472,Dog,Transfer
26556,A697671,Cat,Transfer
26557,A699549,Dog,Euthanasia
26558,A696597,Cat,Transfer
26559,A697683,Dog,Transfer
26560,A699450,Cat,Transfer
26561,A646430,Dog,Adoption
26562,A687895,Dog,Adoption
26563,A697309,Dog,Euthanasia
26564,A695839,Dog,Return to Owner
26565,A693272,Dog,Adoption
26566,A688347,Dog,Return to Owner
26567,A685538,Dog,Transfer
26568,A615152,Dog,Adoption
26569,A698136,Dog,Return to Owner
26570,A699119,Other,Euthanasia
26571,A659526,Dog,Return to Owner
26572,A688843,Cat,Euthanasia
26573,A580225,Dog,Return to Owner
26574,A694931,Dog,Adoption
26575,A694409,Cat,Adoption
26576,A699506,Dog,Return to Owner
26577,A687063,Cat,Transfer
26578,A696350,Dog,Adoption
26579,A690971,Dog,Adoption
26580,A696139,Dog,Transfer
26581,A692515,Dog,Transfer
26582,A695634,Dog,Adoption
26583,A696980,Dog,Adoption
26584,A694253,Dog,Adoption
26585,A692653,Dog,Adoption
26586,A697390,Dog,Euthanasia
26587,A698140,Cat,Transfer
26588,A694867,Dog,Return to Owner
26589,A696014,Dog,Euthanasia
26590,A695242,Dog,Transfer
26591,A694309,Dog,Transfer
26592,A695212,Cat,Euthanasia
26593,A695635,Dog,Adoption
26594,A695168,Dog,Return to Owner
26595,A693010,Dog,Adoption
26596,A698532,Dog,Return to Owner
26597,A699629,Cat,Return to Owner
26598,A694399,Cat,Adoption
26599,A694339,Dog,Adoption
26600,A697171,Dog,Adoption
26601,A695817,Dog,Transfer
26602,A699765,Other,Euthanasia
26603,A698311,Cat,Adoption
26604,A695881,Dog,Transfer
26605,A694865,Dog,Transfer
26606,A692196,Cat,Died
26607,A695405,Dog,Transfer
26608,A691436,Dog,Adoption
26609,A684592,Dog,Adoption
26610,A695167,Dog,Adoption
26611,A695211,Dog,Adoption
26612,A695581,Dog,Adoption
26613,A696411,Cat,Adoption
26614,A694690,Cat,Euthanasia
26615,A698874,Dog,Adoption
26616,A698502,Cat,Transfer
26617,A695421,Cat,Transfer
26618,A699554,Dog,Transfer
26619,A696419,Dog,Adoption
26620,A609633,Dog,Return to Owner
26621,A696652,Dog,Adoption
26622,A696026,Dog,Adoption
26623,A699666,Dog,Return to Owner
26624,A695632,Dog,Return to Owner
26625,A697812,Cat,Adoption
26626,A697127,Cat,Transfer
26627,A694589,Dog,Return to Owner
26628,A695724,Cat,Adoption
26629,A697921,Dog,Adoption
26630,A696736,Dog,Return to Owner
26631,A698553,Dog,Adoption
26632,A698177,Dog,Adoption
26633,A698854,Dog,Return to Owner
26634,A695804,Dog,Transfer
26635,A694545,Dog,Return to Owner
26636,A696015,Dog,Adoption
26637,A698481,Cat,Transfer
26638,A695744,Dog,Adoption
26639,A695036,Dog,Adoption
26640,A699811,Cat,Transfer
26641,A699513,Dog,Adoption
26642,A679481,Dog,Adoption
26643,A697950,Dog,Adoption
26644,A695670,Dog,Euthanasia
26645,A698864,Other,Euthanasia
26646,A697713,Dog,Return to Owner
26647,A698137,Dog,Return to Owner
26648,A680289,Cat,Transfer
26649,A694406,Dog,Return to Owner
26650,A697553,Dog,Return to Owner
26651,A696754,Dog,Adoption
26652,A695019,Dog,Adoption
26653,A699075,Cat,Transfer
26654,A653879,Cat,Adoption
26655,A694590,Dog,Adoption
26656,A695312,Cat,Adoption
26657,A698725,Other,Euthanasia
26658,A697822,Dog,Return to Owner
26659,A697405,Dog,Return to Owner
26660,A695745,Cat,Transfer
26661,A695904,Dog,Adoption
26662,A696668,Dog,Adoption
26663,A692298,Dog,Adoption
26664,A695705,Dog,Transfer
26665,A696361,Dog,Adoption
26666,A520355,Dog,Return to Owner
26667,A696362,Dog,Adoption
26668,A694287,Cat,Transfer
26669,A691980,Dog,Adoption
26670,A696496,Other,Return to Owner
26671,A694891,Dog,Adoption
26672,A672004,Dog,Adoption
26673,A698479,Dog,Transfer
26674,A697781,Cat,Transfer
26675,A694197,Cat,Transfer
26676,A697071,Dog,Adoption
26677,A698352,Other,Euthanasia
26678,A610476,Dog,Return to Owner
26679,A669971,Dog,Adoption
26680,A693890,Cat,Transfer
26681,A698462,Dog,Return to Owner
26682,A697976,Dog,Return to Owner
26683,A699322,Dog,Return to Owner
26684,A588444,Cat,Transfer
26685,A694796,Dog,Transfer
26686,A694281,Dog,Return to Owner
26687,A693748,Dog,Transfer
26688,A695541,Cat,Transfer
26689,A695726,Cat,Euthanasia
26690,A695438,Dog,Adoption
26691,A695358,Dog,Transfer
26692,A696962,Dog,Return to Owner
26693,A697906,Dog,Adoption
26694,A694421,Dog,Transfer
26695,A697717,Dog,Adoption
26696,A685693,Cat,Adoption
26697,A697123,Dog,Transfer
26698,A695208,Dog,Return to Owner
26699,A697125,Other,Euthanasia
26700,A697191,Cat,Transfer
26701,A661416,Dog,Adoption
26702,A694903,Cat,Transfer
26703,A694740,Dog,Return to Owner
26704,A699004,Other,Euthanasia
26705,A692921,Dog,Adoption
26706,A695954,Dog,Euthanasia
26707,A696571,Dog,Transfer
26708,A693390,Dog,Adoption
26709,A684463,Dog,Adoption
26710,A694450,Cat,Transfer
26711,A694190,Cat,Euthanasia
26712,A695997,Dog,Adoption
26713,A696534,Dog,Adoption
26714,A688959,Dog,Return to Owner
26715,A695122,Cat,Transfer
26716,A697487,Dog,Return to Owner
26717,A696596,Dog,Return to Owner
26718,A694517,Dog,Adoption
26719,A693145,Cat,Transfer
26720,A686845,Dog,Adoption
26721,A695877,Dog,Adoption
26722,A693656,Dog,Adoption
26723,A695827,Cat,Transfer
26724,A696709,Dog,Adoption
26725,A698729,Dog,Return to Owner
26726,A696034,Dog,Return to Owner
26727,A699271,Dog,Adoption
26728,A698732,Dog,Return to Owner
26729,A697298,Dog,Transfer
26730,A698584,Dog,Adoption
26731,A695669,Dog,Adoption
26732,A695045,Cat,Transfer
26733,A696144,Dog,Adoption
26734,A695156,Dog,Adoption
26735,A695015,Dog,Return to Owner
26736,A695720,Cat,Transfer
26737,A693173,Cat,Adoption
26738,A698144,Cat,Transfer
26739,A695344,Dog,Adoption
26740,A694520,Dog,Adoption
26741,A694521,Dog,Adoption
26742,A690138,Cat,Adoption
26743,A694122,Other,Adoption
26744,A698997,Dog,Transfer
26745,A697021,Dog,Transfer
26746,A694299,Dog,Adoption
26747,A643733,Dog,Return to Owner
26748,A696390,Dog,Euthanasia
26749,A696553,Dog,Return to Owner
26750,A692475,Cat,Transfer
26751,A687292,Dog,Adoption
26752,A699082,Dog,Adoption
26753,A699702,Other,Euthanasia
26754,A697680,Dog,Transfer
26755,A696648,Dog,Adoption
26756,A698511,Dog,Return to Owner
26757,A697009,Dog,Adoption
26758,A694006,Cat,Adoption
26759,A694697,Dog,Adoption
26760,A699035,Dog,Transfer
26761,A691479,Dog,Adoption
26762,A696513,Dog,Transfer
26763,A694919,Dog,Euthanasia
26764,A684268,Dog,Adoption
26765,A676356,Dog,Adoption
26766,A697586,Dog,Adoption
26767,A645140,Dog,Adoption
26768,A699601,Dog,Return to Owner
26769,A697300,Cat,Transfer
26770,A694857,Dog,Transfer
26771,A696733,Other,Return to Owner
26772,A697571,Dog,Euthanasia
26773,A696757,Dog,Return to Owner
26774,A696817,Dog,Adoption
26775,A695905,Dog,Adoption
26776,A698832,Dog,Return to Owner
26777,A208755,Dog,Euthanasia
26778,A512158,Cat,Adoption
26779,A698354,Dog,Euthanasia
26780,A674390,Dog,Transfer
26781,A696154,Cat,Euthanasia
26782,A681319,Dog,Return to Owner
26783,A696749,Dog,Adoption
26784,A648331,Dog,Return to Owner
26785,A696410,Cat,Transfer
26786,A692975,Cat,Adoption
26787,A694512,Cat,Adoption
26788,A698158,Dog,Adoption
26789,A695070,Cat,Return to Owner
26790,A698969,Dog,Return to Owner
26791,A698210,Dog,Adoption
26792,A696895,Dog,Return to Owner
26793,A695664,Dog,Return to Owner
26794,A691053,Dog,Adoption
26795,A697444,Other,Euthanasia
26796,A694366,Dog,Adoption
26797,A691845,Dog,Adoption
26798,A675808,Dog,Return to Owner
26799,A694501,Dog,Return to Owner
26800,A698116,Dog,Transfer
26801,A696031,Dog,Return to Owner
26802,A695191,Dog,Adoption
26803,A658509,Dog,Return to Owner
26804,A696613,Dog,Adoption
26805,A684998,Cat,Adoption
26806,A607134,Dog,Return to Owner
26807,A698207,Cat,Euthanasia
26808,A695878,Cat,Transfer
26809,A684321,Dog,Euthanasia
26810,A693498,Cat,Adoption
26811,A696336,Dog,Transfer
26812,A699557,Cat,Euthanasia
26813,A697974,Dog,Adoption
26814,A698975,Cat,Return to Owner
26815,A699252,Other,Euthanasia
26816,A694907,Dog,Adoption
26817,A694861,Dog,Transfer
26818,A698468,Other,Euthanasia
26819,A697311,Dog,Adoption
26820,A693528,Dog,Adoption
26821,A687306,Dog,Adoption
26822,A695613,Dog,Return to Owner
26823,A693740,Dog,Transfer
26824,A695550,Dog,Return to Owner
26825,A697894,Cat,Transfer
26826,A697633,Dog,Return to Owner
26827,A699046,Dog,Return to Owner
26828,A695060,Cat,Adoption
26829,A646237,Cat,Return to Owner
26830,A695783,Dog,Transfer
26831,A696898,Dog,Return to Owner
26832,A476706,Dog,Euthanasia
26833,A697387,Dog,Adoption
26834,A699149,Cat,Adoption
26835,A694178,Dog,Transfer
26836,A694015,Cat,Transfer
26837,A697478,Cat,Transfer
26838,A678783,Cat,Adoption
26839,A699676,Other,Euthanasia
26840,A699483,Other,Euthanasia
26841,A698917,Dog,Transfer
26842,A697797,Dog,Euthanasia
26843,A698370,Cat,Transfer
26844,A678913,Dog,Return to Owner
26845,A695306,Dog,Transfer
26846,A698733,Dog,Transfer
26847,A695630,Dog,Adoption
26848,A696088,Dog,Adoption
26849,A685516,Dog,Adoption
26850,A697201,Dog,Return to Owner
26851,A698677,Dog,Return to Owner
26852,A696404,Dog,Transfer
26853,A699789,Dog,Transfer
26854,A698749,Dog,Adoption
26855,A696232,Dog,Adoption
26856,A698922,Dog,Adoption
26857,A697438,Other,Euthanasia
26858,A693790,Dog,Adoption
26859,A698294,Dog,Return to Owner
26860,A697199,Cat,Adoption
26861,A695544,Other,Transfer
26862,A673509,Cat,Adoption
26863,A695699,Dog,Return to Owner
26864,A695327,Dog,Return to Owner
26865,A696046,Cat,Transfer
26866,A697615,Dog,Adoption
26867,A691682,Dog,Transfer
26868,A687841,Cat,Adoption
26869,A693757,Dog,Adoption
26870,A697391,Dog,Adoption
26871,A695823,Dog,Adoption
26872,A595620,Dog,Adoption
26873,A697252,Dog,Adoption
26874,A694539,Cat,Adoption
26875,A698123,Cat,Adoption
26876,A685120,Dog,Adoption
26877,A699509,Other,Euthanasia
26878,A697363,Dog,Return to Owner
26879,A699783,Dog,Transfer
26880,A665888,Dog,Transfer
26881,A694822,Cat,Return to Owner
26882,A695207,Cat,Transfer
26883,A674054,Dog,Adoption
26884,A694989,Cat,Transfer
26885,A697465,Cat,Transfer
26886,A695966,Dog,Adoption
26887,A696027,Dog,Adoption
26888,A697291,Cat,Return to Owner
26889,A699165,Dog,Transfer
26890,A696335,Dog,Transfer
26891,A694866,Dog,Return to Owner
26892,A695233,Dog,Return to Owner
26893,A692836,Cat,Adoption
26894,A652796,Dog,Adoption
26895,A694004,Dog,Adoption
26896,A639465,Dog,Return to Owner
26897,A696108,Dog,Adoption
26898,A694679,Cat,Transfer
26899,A690296,Dog,Transfer
26900,A694707,Dog,Adoption
26901,A694290,Cat,Return to Owner
26902,A697385,Dog,Transfer
26903,A629969,Dog,Transfer
26904,A697483,Dog,Return to Owner
26905,A689145,Dog,Adoption
26906,A694824,Cat,Adoption
26907,A698284,Other,Euthanasia
26908,A696071,Dog,Transfer
26909,A699114,Cat,Adoption
26910,A695044,Dog,Adoption
26911,A696693,Dog,Adoption
26912,A693416,Dog,Adoption
26913,A696926,Dog,Adoption
26914,A698849,Dog,Adoption
26915,A699521,Dog,Adoption
26916,A691073,Dog,Adoption
26917,A697147,Cat,Transfer
26918,A696609,Dog,Return to Owner
26919,A696060,Dog,Adoption
26920,A699073,Cat,Transfer
26921,A697911,Cat,Transfer
26922,A685811,Dog,Adoption
26923,A695475,Dog,Return to Owner
26924,A698906,Dog,Return to Owner
26925,A699341,Dog,Adoption
26926,A699873,Cat,Transfer
26927,A698686,Other,Euthanasia
26928,A644349,Dog,Return to Owner
26929,A694842,Dog,Transfer
26930,A697271,Cat,Transfer
26931,A698504,Cat,Transfer
26932,A694436,Cat,Return to Owner
