,animal_id,animal_type,outcome_type
25365,A698806,Cat,Transfer
25366,A699254,Other,Euthanasia
25367,A694356,Dog,Adoption
25368,A697208,Cat,Transfer
25369,A694898,Dog,Return to Owner
25370,A699133,Dog,Adoption
25371,A697239,Dog,Transfer
25372,A694320,Other,Euthanasia
25373,A692394,Dog,Adoption
25374,A694513,Cat,Adoption
25375,A694561,Cat,Transfer
25376,A692598,Dog,Adoption
25377,A696173,Dog,Transfer
25378,A597414,Dog,Adoption
25379,A698029,Dog,Transfer
25380,A696866,Dog,Adoption
25381,A694733,Cat,Transfer
25382,A696999,Dog,Adoption
25383,A694465,Dog,Return to Owner
25384,A697859,Dog,Return to Owner
25385,A686464,Dog,Adoption
25386,A676429,Cat,Adoption
25387,A695964,Dog,Adoption
25388,A697743,Cat,Transfer
25389,A693480,Cat,Transfer
25390,A689524,Cat,Adoption
25391,A693473,Cat,Transfer
25392,A658891,Cat,Transfer
25393,A699530,Cat,Euthanasia
25394,A696861,Cat,Transfer
25395,A695495,Dog,Transfer
25396,A697046,Other,Euthanasia
25397,A695983,Dog,Adoption
25398,A696771,Cat,Transfer
25399,A697175,Dog,Adoption
25400,A695989,Dog,Return to Owner
25401,A695247,Dog,Return to Owner
25402,A698406,Cat,Adoption
25403,A697768,Dog,Return to Owner
25404,A697961,Dog,Return to Owner
25405,A694575,Cat,Adoption
25406,A689397,Dog,Adoption
25407,A669449,Dog,Adoption
25408,A698882,Dog,Adoption
25409,A698936,Cat,Adoption
25410,A698618,Other,Transfer
25411,A695256,Dog,Adoption
25412,A637291,Cat,Adoption
25413,A693253,Dog,Adoption
25414,A646776,Dog,Return to Owner
25415,A591775,Dog,Adoption
25416,A694214,Dog,Adoption
25417,A694492,Dog,Adoption
25418,A698927,Dog,Return to Owner
25419,A695570,Dog,Return to Owner
25420,A676203,Dog,Adoption
25421,A696645,Dog,Adoption
25422,A694712,Dog,Adoption
25423,A694550,Dog,Transfer
25424,A697337,Dog,Return to Owner
25425,A609638,Dog,Return to Owner
25426,A518184,Dog,Return to Owner
25427,A695245,Dog,Adoption
25428,A699693,Cat,Transfer
25429,A631804,Dog,Return to Owner
25430,A696594,Dog,Adoption
25431,A696253,Dog,Transfer
25432,A693434,Dog,Adoption
25433,A699562,Dog,Adoption
25434,A693162,Dog,Adoption
25435,A696961,Dog,Return to Owner
25436,A695580,Dog,Transfer
25437,A685880,Dog,Return to Owner
25438,A698015,Cat,Euthanasia
25439,A695504,Dog,Euthanasia
25440,A696385,Dog,Return to Owner
25441,A698554,Dog,Adoption
25442,A695688,Dog,Return to Owner
25443,A697276,Dog,Return to Owner
25444,A698257,Dog,Adoption
25445,A687785,Dog,Adoption
25446,A698120,Dog,Transfer
25447,A695525,Dog,Adoption
25448,A525136,Cat,Transfer
25449,A693799,Dog,Adoption
25450,A691000,Dog,Return to Owner
25451,A624931,Dog,Return to Owner
25452,A696251,Dog,Transfer
25453,A696120,Dog,Return to Owner
25454,A696133,Dog,Transfer
25455,A435358,Dog,Return to Owner
25456,A699134,Dog,Transfer
25457,A696269,Cat,Return to Owner
25458,A698860,Other,Euthanasia
25459,A699558,Dog,Return to Owner
25460,A598169,Cat,Transfer
25461,A681993,Dog,Adoption
25462,A696304,Dog,Adoption
25463,A694049,Dog,Transfer
25464,A694838,Dog,Transfer
25465,A694905,Dog,Adoption
25466,A697480,Dog,Adoption
25467,A697598,Cat,Transfer
25468,A698329,Cat,Euthanasia
25469,A697272,Cat,Transfer
25470,A697714,Cat,Transfer
25471,A620883,Dog,Transfer
25472,A691630,Dog,Adoption
25473,A696956,Dog,Return to Owner
25474,A699767,Dog,Transfer
25475,A698741,Cat,Return to Owner
25476,A696040,Other,Transfer
25477,A698815,Dog,Adoption
25478,A691071,Dog,Adoption
25479,A699242,Cat,Transfer
25480,A698973,Dog,Adoption
25481,A697431,Dog,Adoption
25482,A697222,Dog,Adoption
25483,A698169,Other,Died
25484,A698737,Dog,Adoption
25485,A694059,Dog,Adoption
25486,A694904,Dog,Adoption
25487,A697738,Dog,Return to Owner
25488,A696025,Dog,Adoption
25489,A697434,Other,Euthanasia
25490,A654873,Dog,Return to Owner
25491,A694986,Dog,Transfer
25492,A699342,Dog,Return to Owner
25493,A699736,Dog,Euthanasia
25494,A698771,Dog,Adoption
25495,A695854,Dog,Adoption
25496,A698707,Dog,Adoption
25497,A698293,Dog,Return to Owner
25498,A694333,Cat,Adoption
25499,A695687,Dog,Return to Owner
25500,A697916,Dog,Transfer
25501,A698345,Other,Euthanasia
25502,A696565,Cat,Transfer
25503,A607240,Dog,Transfer
25504,A694911,Cat,Died
25505,A689886,Cat,Adoption
25506,A695368,Dog,Adoption
25507,A680650,Dog,Transfer
25508,A699291,Cat,Transfer
25509,A694242,Dog,Adoption
25510,A695325,Dog,Euthanasia
25511,A695530,Dog,Adoption
25512,A695216,Dog,Adoption
25513,A692924,Dog,Adoption
25514,A531698,Dog,Return to Owner
25515,A563492,Dog,Adoption
25516,A694996,Cat,Transfer
25517,A694630,Dog,Return to Owner
25518,A694292,Cat,Transfer
25519,A694147,Cat,Adoption
25520,A694166,Dog,Adoption
25521,A697031,Dog,Adoption
25522,A698011,Other,Euthanasia
25523,A691061,Dog,Adoption
25524,A695861,Cat,Adoption
25525,A697915,Other,Euthanasia
25526,A697573,Dog,Return to Owner
25527,A696924,Cat,Return to Owner
25528,A697260,Dog,Transfer
25529,A698754,Cat,Return to Owner
25530,A685754,Dog,Transfer
25531,A695631,Cat,Transfer
25532,A690209,Cat,Adoption
25533,A694696,Dog,Adoption
25534,A697726,Cat,Adoption
25535,A699400,Dog,Return to Owner
25536,A279045,Cat,Return to Owner
25537,A695545,Other,Transfer
25538,A697143,Dog,Transfer
25539,A696039,Dog,Transfer
25540,A695690,Cat,Return to Owner
25541,A695365,Dog,Return to Owner
25542,A685191,Dog,Adoption
25543,A697807,Cat,Euthanasia
25544,A695021,Cat,Adoption
25545,A698172,Other,Died
25546,A693913,Dog,Return to Owner
25547,A695958,Dog,Return to Owner
25548,A699447,Other,Died
25549,A609637,Dog,Return to Owner
25550,A696704,Dog,Adoption
25551,A694377,Dog,Return to Owner
25552,A697607,Cat,Adoption
25553,A697418,Dog,Adoption
25554,A693903,Dog,Return to Owner
25555,A698816,Dog,Adoption
25556,A698641,Dog,Euthanasia
25557,A695281,Dog,Return to Owner
25558,A699223,Dog,Return to Owner
25559,A699309,Dog,Transfer
25560,A691732,Dog,Adoption
25561,A699436,Cat,Adoption
25562,A694790,Cat,Transfer
25563,A698312,Cat,Adoption
25564,A698551,Dog,Adoption
25565,A684569,Dog,Transfer
25566,A699293,Cat,Transfer
25567,A694104,Cat,Transfer
25568,A693413,Cat,Euthanasia
25569,A696171,Cat,Adoption
25570,A697447,Other,Euthanasia
25571,A696581,Dog,Adoption
25572,A697148,Dog,Euthanasia
25573,A699423,Cat,Euthanasia
25574,A695046,Cat,Adoption
25575,A695410,Dog,Adoption
25576,A699339,Dog,Adoption
25577,A670656,Cat,Adoption
25578,A680914,Dog,Transfer
25579,A696218,Cat,Adoption
25580,A695500,Dog,Transfer
25581,A697821,Dog,Transfer
25582,A694461,Dog,Adoption
25583,A694402,Dog,Adoption
25584,A645647,Cat,Adoption
25585,A698702,Dog,Adoption
25586,A698473,Dog,Euthanasia
25587,A698168,Other,Died
25588,A681167,Dog,Return to Owner
25589,A695779,Dog,Adoption
25590,A699737,Dog,Transfer
25591,A694323,Dog,Adoption
25592,A694411,Dog,Transfer
25593,A558118,Dog,Return to Owner
25594,A697133,Dog,Transfer
25595,A696479,Cat,Adoption
25596,A699383,Dog,Adoption
25597,A691464,Dog,Adoption
25598,A694963,Dog,Return to Owner
25599,A696344,Cat,Transfer
25600,A698021,Dog,Adoption
25601,A692615,Cat,Adoption
25602,A687155,Cat,Return to Owner
25603,A696568,Dog,Adoption
25604,A650060,Dog,Transfer
25605,A695128,Dog,Adoption
25606,A698340,Dog,Adoption
25607,A693060,Dog,Adoption
25608,A698364,Dog,Return to Owner
25609,A695685,Cat,Adoption
25610,A498537,Dog,Return to Owner
25611,A698050,Dog,Return to Owner
25612,A694901,Dog,Return to Owner
25613,A693092,Cat,Adoption
25614,A695176,Cat,Transfer
25615,A696864,Dog,Adoption
25616,A693969,Dog,Return to Owner
25617,A698648,Dog,Died
25618,A695464,Dog,Return to Owner
25619,A699104,Other,Euthanasia
25620,A696318,Cat,Adoption
25621,A699625,Dog,Adoption
25622,A698228,Other,Euthanasia
25623,A640310,Dog,Return to Owner
25624,A694467,Cat,Transfer
25625,A699785,Dog,Transfer
25626,A698601,Cat,Transfer
25627,A498735,Dog,Return to Owner
25628,A696480,Dog,Adoption
25629,A698221,Other,Euthanasia
25630,A694607,Cat,Adoption
25631,A659252,Dog,Return to Owner
25632,A692797,Dog,Return to Owner
25633,A695258,Cat,Transfer
25634,A699289,Cat,Transfer
25635,A694597,Dog,Adoption
25636,A694764,Cat,Euthanasia
25637,A699029,Dog,Return to Owner
25638,A698814,Dog,Adoption
25639,A674381,Dog,Return to Owner
25640,A647098,Dog,Euthanasia
25641,A696205,Cat,Adoption
25642,A698846,Dog,Adoption
25643,A695910,Dog,Adoption
25644,A694447,Cat,Transfer
25645,A698493,Dog,Return to Owner
25646,A698205,Dog,Return to Owner
25647,A696278,Dog,Euthanasia
25648,A697355,Cat,Transfer
25649,A696301,Cat,Adoption
25650,A695947,Dog,Adoption
25651,A699372,Dog,Adoption
25652,A698187,Dog,Transfer
25653,A695637,Dog,Adoption
25654,A696024,Dog,Adoption
25655,A695270,Dog,Transfer
25656,A666702,Dog,Adoption
25657,A699147,Cat,Adoption
25658,A695707,Dog,Transfer
25659,A693786,Dog,Adoption
25660,A659194,Dog,Return to Owner
25661,A691815,Dog,Adoption
25662,A696781,Cat,Adoption
25663,A698964,Cat,Adoption
25664,A693266,Dog,Adoption
25665,A698439,Dog,Return to Owner
25666,A698295,Cat,Adoption
25667,A695340,Dog,Adoption
25668,A696086,Dog,Adoption
25669,A696927,Cat,Transfer
25670,A694967,Dog,Return to Owner
25671,A695938,Cat,Adoption
25672,A694367,Dog,Adoption
25673,A692131,Cat,Adoption
25674,A699942,Cat,Euthanasia
25675,A690707,Cat,Adoption
25676,A695860,Dog,Adoption
25677,A686557,Dog,Adoption
25678,A670102,Dog,Return to Owner
25679,A694596,Cat,Adoption
25680,A688426,Dog,Adoption
25681,A694553,Cat,Euthanasia
25682,A697923,Dog,Transfer
25683,A694956,Dog,Adoption
25684,A678782,Cat,Transfer
25685,A689306,Cat,Adoption
25686,A694759,Dog,Transfer
25687,A694815,Dog,Return to Owner
25688,A699378,Dog,Adoption
25689,A695843,Dog,Adoption
25690,A695338,Dog,Adoption
25691,A697727,Cat,Adoption
25692,A699749,Cat,Euthanasia
25693,A695872,Cat,Adoption
25694,A695770,Cat,Adoption
25695,A689243,Dog,Adoption
25696,A354540,Cat,Adoption
25697,A658212,Dog,Return to Owner
25698,A694841,Dog,Transfer
25699,A696059,Dog,Adoption
25700,A695730,Dog,Return to Owner
25701,A697765,Dog,Adoption
25702,A699014,Cat,Euthanasia
25703,A699217,Cat,Transfer
25704,A694734,Dog,Adoption
25705,A695209,Dog,Adoption
25706,A695583,Dog,Adoption
25707,A694453,Dog,Adoption
25708,A696306,Other,Euthanasia
25709,A696595,Dog,Transfer
25710,A697538,Dog,Adoption
25711,A688651,Cat,Adoption
25712,A699887,Cat,Transfer
25713,A694721,Dog,Transfer
25714,A697853,Dog,Adoption
25715,A699739,Cat,Transfer
25716,A695248,Cat,Adoption
25717,A686735,Dog,Adoption
25718,A697339,Dog,Adoption
25719,A696858,Dog,Euthanasia
25720,A676680,Dog,Euthanasia
25721,A699329,Cat,Transfer
25722,A698680,Dog,Return to Owner
25723,A698497,Dog,Return to Owner
25724,A694503,Dog,Adoption
25725,A696244,Dog,Adoption
25726,A697855,Dog,Adoption
25727,A695934,Dog,Adoption
25728,A696156,Dog,Adoption
25729,A695239,Dog,Adoption
25730,A699025,Dog,Return to Owner
25731,A698999,Cat,Transfer
25732,A699290,Cat,Transfer
25733,A696114,Cat,Adoption
25734,A699270,Dog,Transfer
25735,A696583,Dog,Adoption
25736,A697190,Dog,Transfer
25737,A692852,Cat,Adoption
25738,A695241,Dog,Transfer
25739,A693009,Dog,Adoption
25740,A696424,Cat,Transfer
25741,A697864,Cat,Adoption
25742,A694556,Dog,Adoption
25743,A696012,Dog,Transfer
25744,A696252,Dog,Transfer
25745,A526641,Dog,Transfer
25746,A698768,Dog,Return to Owner
25747,A694466,Dog,Return to Owner
25748,A696267,Dog,Adoption
25749,A696367,Dog,Adoption
25750,A694310,Dog,Transfer
25751,A694759,Dog,Adoption
25752,A695944,Cat,Euthanasia
25753,A694480,Dog,Adoption
25754,A535375,Dog,Return to Owner
25755,A696797,Dog,Return to Owner
25756,A696373,Cat,Return to Owner
25757,A698681,Dog,Adoption
25758,A695029,Cat,Transfer
25759,A696214,Dog,Adoption
25760,A697259,Dog,Return to Owner
25761,A692653,Dog,Adoption
25762,A696406,Dog,Transfer
25763,A699752,Dog,Euthanasia
25764,A697240,Dog,Transfer
25765,A629484,Dog,Return to Owner
25766,A694102,Cat,Adoption
25767,A699345,Dog,Adoption
25768,A697205,Dog,Return to Owner
25769,A697375,Dog,Adoption
25770,A690377,Dog,Adoption
25771,A699493,Cat,Euthanasia
25772,A692420,Dog,Adoption
25773,A696042,Dog,Adoption
25774,A699181,Dog,Transfer
25775,A696341,Cat,Transfer
25776,A694230,Dog,Return to Owner
25777,A629893,Dog,Return to Owner
25778,A697706,Dog,Transfer
25779,A694189,Dog,Adoption
25780,A632706,Dog,Return to Owner
25781,A695354,Dog,Transfer
25782,A695371,Dog,Adoption
25783,A695790,Dog,Transfer
25784,A695228,Cat,Adoption
25785,A696230,Cat,Adoption
25786,A697258,Dog,Adoption
25787,A694041,Dog,Return to Owner
25788,A696234,Dog,Adoption
25789,A699807,Cat,Transfer
25790,A695547,Dog,Adoption
25791,A696949,Dog,Return to Owner
25792,A694793,Dog,Transfer
25793,A698635,Cat,Euthanasia
25794,A695240,Dog,Return to Owner
25795,A696806,Dog,Adoption
25796,A696573,Dog,Adoption
25797,A693472,Cat,Transfer
25798,A696813,Cat,Transfer
25799,A695328,Dog,Adoption
25800,A694217,Cat,Adoption
25801,A698679,Dog,Adoption
25802,A694602,Dog,Adoption
25803,A697656,Dog,Transfer
25804,A699313,Cat,Transfer
25805,A696004,Dog,Euthanasia
25806,A693297,Cat,Adoption
25807,A695054,Dog,Return to Owner
25808,A699845,Other,Euthanasia
25809,A695750,Dog,Euthanasia
25810,A695104,Dog,Adoption
25811,A696842,Dog,Return to Owner
25812,A697496,Cat,Died
25813,A601095,Cat,Adoption
25814,A697922,Dog,Transfer
25815,A692511,Dog,Adoption
25816,A696625,Dog,Return to Owner
25817,A694124,Dog,Transfer
25818,A695164,Dog,Adoption
25819,A694078,Dog,Adoption
25820,A697354,Cat,Euthanasia
25821,A695280,Dog,Adoption
25822,A698470,Dog,Adoption
25823,A699074,Cat,Adoption
25824,A698813,Dog,Adoption
25825,A694584,Dog,Return to Owner
25826,A696072,Dog,Transfer
25827,A697028,Dog,Return to Owner
25828,A691728,Dog,Adoption
25829,A695808,Dog,Adoption
25830,A616487,Dog,Euthanasia
25831,A688408,Dog,Adoption
25832,A697144,Dog,Return to Owner
25833,A698019,Dog,Return to Owner
25834,A698185,Dog,Transfer
25835,A699776,Dog,Transfer
25836,A697468,Cat,Transfer
25837,A695776,Other,Euthanasia
25838,A696917,Dog,Return to Owner
25839,A696396,Dog,Adoption
25840,A696811,Dog,Return to Owner
25841,A697202,Dog,Adoption
25842,A699840,Dog,Adoption
25843,A697204,Dog,Return to Owner
25844,A663553,Cat,Adoption
25845,A696801,Dog,Adoption
25846,A696701,Dog,Transfer
25847,A697978,Dog,Adoption
25848,A694660,Dog,Return to Owner
25849,A696654,Dog,Adoption
25850,A694682,Cat,Adoption
25851,A698021,Dog,Adoption
25852,A697567,Dog,Adoption
25853,A695935,Cat,Euthanasia
25854,A695946,Dog,Adoption
25855,A694782,Dog,Return to Owner
25856,A693863,Dog,Adoption
25857,A697440,Other,Euthanasia
25858,A695487,Cat,Transfer
25859,A663023,Dog,Transfer
25860,A697198,Cat,Transfer
25861,A699773,Dog,Transfer
25862,A695912,Cat,Transfer
25863,A697751,Dog,Adoption
25864,A660256,Dog,Return to Owner
25865,A699540,Dog,Transfer
25866,A699444,Dog,Return to Owner
25867,A666703,Dog,Adoption
25868,A698627,Dog,Return to Owner
25869,A694051,Dog,Transfer
25870,A692717,Cat,Adoption
25871,A694850,Dog,Adoption
25872,A695891,Dog,Return to Owner
25873,A662100,Dog,Transfer
25874,A698367,Dog,Return to Owner
25875,A684687,Dog,Adoption
25876,A681602,Dog,Transfer
25877,A698383,Other,Transfer
25878,A697437,Other,Euthanasia
25879,A696419,Dog,Adoption
25880,A694069,Cat,Transfer
25881,A698147,Other,Adoption
25882,A698592,Cat,Adoption
25883,A696222,Cat,Transfer
25884,A697640,Cat,Transfer
25885,A695572,Dog,Return to Owner
25886,A694408,Dog,Adoption
25887,A695026,Cat,Adoption
25888,A693247,Cat,Adoption
25889,A696145,Dog,Adoption
25890,A699479,Other,Euthanasia
25891,A696415,Dog,Adoption
25892,A695273,Cat,Return to Owner
25893,A691838,Dog,Euthanasia
25894,A698149,Dog,Transfer
25895,A698483,Cat,Transfer
25896,A679381,Dog,Return to Owner
25897,A699292,Cat,Transfer
25898,A695272,Cat,Transfer
25899,A696062,Cat,Adoption
25900,A694312,Dog,Transfer
25901,A699537,Dog,Transfer
25902,A651306,Dog,Adoption
25903,A696213,Cat,Transfer
25904,A698798,Dog,Adoption
25905,A695751,Dog,Adoption
25906,A698809,Dog,Adoption
25907,A698160,Other,Euthanasia
25908,A609949,Dog,Adoption
25909,A688999,Dog,Transfer
25910,A696352,Dog,Return to Owner
25911,A690050,Dog,Transfer
25912,A693369,Dog,Adoption
25913,A414198,Dog,Return to Owner
25914,A695666,Cat,Transfer
25915,A699518,Dog,Transfer
25916,A685260,Dog,Transfer
25917,A696899,Dog,Return to Owner
25918,A695354,Dog,Adoption
25919,A698096,Other,Euthanasia
25920,A695494,Dog,Adoption
25921,A694829,Dog,Euthanasia
25922,A695006,Dog,Transfer
25923,A698820,Cat,Transfer
25924,A697730,Cat,Adoption
25925,A697238,Dog,Adoption
25926,A694676,Dog,Transfer
25927,A679954,Dog,Adoption
25928,A699680,Cat,Adoption
25929,A697877,Dog,Transfer
25930,A695244,Dog,Adoption
25931,A695933,Dog,Return to Owner
25932,A694518,Dog,Adoption
25933,A696255,Dog,Transfer
25934,A698766,Dog,Return to Owner
25935,A696291,Dog,Adoption
25936,A693271,Dog,Adoption
25937,A694071,Dog,Adoption
25938,A698535,Dog,Adoption
25939,A658878,Dog,Return to Owner
25940,A699940,Dog,Return to Owner
25941,A694346,Dog,Adoption
25942,A694933,Dog,Adoption
25943,A694748,Cat,Adoption
25944,A696536,Dog,Transfer
25945,A699096,Other,Euthanasia
25946,A669305,Dog,Transfer
25947,A698174,Other,Died
25948,A695185,Dog,Return to Owner
25949,A697151,Cat,Transfer
25950,A695483,Cat,Return to Owner
25951,A695109,Dog,Adoption
25952,A697183,Dog,Adoption
25953,A694400,Dog,Adoption
25954,A696877,Dog,Adoption
25955,A698130,Dog,Adoption
25956,A465426,Dog,Return to Owner
25957,A694254,Dog,Adoption
25958,A699306,Cat,Transfer
25959,A698066,Dog,Transfer
25960,A699360,Dog,Adoption
25961,A651305,Dog,Adoption
25962,A694514,Dog,Adoption
25963,A544916,Dog,Euthanasia
25964,A695108,Dog,Adoption
25965,A699814,Cat,Transfer
25966,A698925,Cat,Transfer
25967,A695492,Cat,Transfer
25968,A698344,Other,Euthanasia
25969,A690018,Cat,Adoption
25970,A699665,Other,Transfer
25971,A667416,Dog,Adoption
25972,A696731,Dog,Adoption
25973,A695310,Dog,Adoption
25974,A693391,Cat,Adoption
25975,A689585,Dog,Adoption
25976,A696541,Dog,Euthanasia
25977,A688605,Dog,Adoption
25978,A695579,Dog,Adoption
25979,A699573,Dog,Euthanasia
25980,A687364,Dog,Adoption
25981,A698807,Dog,Adoption
25982,A697174,Dog,Adoption
25983,A696850,Cat,Transfer
25984,A694496,Dog,Transfer
25985,A694650,Dog,Return to Owner
25986,A527170,Dog,Euthanasia
25987,A698165,Other,Died
25988,A695476,Other,Adoption
25989,A694987,Cat,Return to Owner
25990,A601748,Cat,Return to Owner
25991,A697210,Dog,Return to Owner
25992,A698445,Other,Euthanasia
25993,A696017,Dog,Transfer
25994,A697903,Cat,Transfer
25995,A699153,Dog,Transfer
25996,A698744,Dog,Transfer
25997,A650905,Dog,Euthanasia
25998,A597037,Dog,Adoption
25999,A695171,Dog,Adoption
26000,A699051,Other,Euthanasia
26001,A698175,Other,Died
26002,A684254,Dog,Adoption
26003,A697693,Other,Euthanasia
26004,A696576,Cat,Adoption
26005,A699730,Cat,Transfer
26006,A696493,Dog,Adoption
26007,A694437,Cat,Adoption
26008,A697574,Dog,Adoption
26009,A688420,Dog,Return to Owner
26010,A696058,Dog,Adoption
26011,A699633,Dog,Return to Owner
26012,A699421,Dog,Transfer
26013,A696100,Dog,Adoption
26014,A669782,Dog,Adoption
26015,A697724,Cat,Adoption
26016,A695014,Other,Euthanasia
26017,A696027,Dog,Adoption
26018,A693035,Dog,Adoption
26019,A577308,Dog,Adoption
26020,A694904,Dog,Adoption
26021,A611226,Dog,Return to Owner
26022,A694724,Dog,Adoption
26023,A692448,Dog,Adoption
26024,A665155,Dog,Return to Owner
26025,A694520,Dog,Adoption
26026,A424158,Dog,Return to Owner
26027,A698264,Dog,Adoption
26028,A650409,Dog,Return to Owner
26029,A697011,Dog,Adoption
26030,A563536,Cat,Return to Owner
26031,A698008,Dog,Adoption
26032,A689738,Dog,Return to Owner
26033,A696215,Dog,Adoption
26034,A695907,Dog,Adoption
26035,A695230,Cat,Transfer
26036,A695864,Cat,Adoption
26037,A696848,Dog,Adoption
26038,A698600,Cat,Adoption
26039,A691707,Dog,Return to Owner
26040,A695981,Dog,Adoption
26041,A699350,Dog,Euthanasia
26042,A699566,Cat,Transfer
26043,A673577,Dog,Return to Owner
26044,A692491,Dog,Adoption
26045,A647098,Dog,Adoption
26046,A694203,Cat,Adoption
26047,A695972,Dog,Adoption
26048,A685880,Dog,Adoption
26049,A697610,Dog,Adoption
26050,A695224,Dog,Adoption
26051,A696260,Dog,Return to Owner
26052,A698375,Dog,Return to Owner
26053,A696631,Dog,Return to Owner
26054,A697267,Other,Euthanasia
26055,A696386,Cat,Transfer
26056,A699022,Dog,Transfer
26057,A698073,Dog,Adoption
26058,A695397,Cat,Return to Owner
26059,A696349,Dog,Adoption
26060,A694726,Dog,Transfer
26061,A696862,Dog,Adoption
26062,A695636,Dog,Adoption
26063,A696043,Dog,Adoption
26064,A681095,Dog,Adoption
26065,A697050,Other,Transfer
26066,A696875,Dog,Transfer
26067,A699116,Dog,Return to Owner
26068,A695143,Cat,Transfer
26069,A695354,Dog,Adoption
26070,A692449,Dog,Euthanasia
26071,A696996,Cat,Euthanasia
26072,A699501,Dog,Adoption
26073,A696132,Dog,Adoption
26074,A697436,Other,Euthanasia
26075,A695686,Dog,Return to Owner
26076,A652379,Cat,Euthanasia
26077,A696333,Dog,Transfer
26078,A694872,Cat,Euthanasia
26079,A698901,Dog,Adoption
26080,A695709,Dog,Euthanasia
26081,A694451,Cat,Transfer
26082,A695326,Dog,Transfer
26083,A694070,Dog,Adoption
26084,A698653,Cat,Adoption
26085,A694389,Dog,Return to Owner
26086,A684319,Dog,Euthanasia
26087,A382192,Dog,Transfer
26088,A694088,Dog,Transfer
26089,A532351,Dog,Adoption
26090,A696117,Dog,Adoption
26091,A696098,Other,Euthanasia
26092,A695074,Cat,Transfer
26093,A693142,Dog,Adoption
26094,A695360,Dog,Adoption
26095,A596753,Cat,Return to Owner
26096,A694985,Dog,Transfer
26097,A695130,Dog,Adoption
26098,A694526,Cat,Transfer
26099,A693974,Dog,Return to Owner
26100,A695852,Dog,Return to Owner
26101,A699284,Dog,Euthanasia
26102,A697466,Cat,Transfer
26103,A696502,Dog,Euthanasia
26104,A696532,Dog,Adoption
26105,A695903,Dog,Adoption
26106,A554865,Dog,Transfer
26107,A699323,Dog,Return to Owner
26108,A696735,Cat,Euthanasia
26109,A697588,Dog,Adoption
26110,A697479,Cat,Euthanasia
26111,A666617,Dog,Return to Owner
26112,A695234,Dog,Adoption
26113,A684958,Dog,Adoption
26114,A695029,Cat,Adoption
26115,A699609,Cat,Transfer
26116,A696105,Dog,Adoption
26117,A698550,Other,Died
26118,A694383,Dog,Adoption
26119,A698450,Dog,Adoption
26120,A692394,Dog,Adoption
26121,A692854,Dog,Adoption
26122,A692402,Dog,Return to Owner
26123,A695188,Dog,Adoption
26124,A696956,Dog,Return to Owner
26125,A696681,Dog,Transfer
26126,A686433,Dog,Adoption
26127,A697422,Dog,Return to Owner
26128,A695408,Dog,Adoption
26129,A694415,Cat,Return to Owner
26130,A699519,Other,Euthanasia
26131,A695027,Cat,Adoption
26132,A691542,Dog,Adoption
26133,A698665,Dog,Return to Owner
26134,A694828,Dog,Adoption
26135,A695605,Dog,Transfer
26136,A697865,Cat,Transfer
26137,A699587,Dog,Adoption
26138,A698643,Dog,Transfer
26139,A689699,Cat,Adoption
26140,A697564,Cat,Transfer
26141,A699977,Other,Euthanasia
26142,A621962,Dog,Return to Owner
26143,A694766,Cat,Transfer
26144,A699026,Dog,Adoption
26145,A697907,Cat,Adoption
26146,A693626,Dog,Adoption
26147,A699019,Dog,Transfer
26148,A693934,Cat,Transfer
26149,A697039,Dog,Adoption
26150,A691218,Dog,Adoption
26151,A693158,Dog,Adoption
26152,A695418,Cat,Transfer
26153,A697603,Dog,Transfer
26154,A692023,Cat,Adoption
26155,A564774,Dog,Return to Owner
26156,A698527,Dog,Adoption
26157,A696905,Dog,Transfer
26158,A697911,Cat,Return to Owner
26159,A696570,Cat,Adoption
26160,A664702,Dog,Return to Owner
26161,A698685,Dog,Adoption
26162,A697430,Dog,Adoption
26163,A697061,Dog,Transfer
26164,A693866,Dog,Return to Owner
26165,A695909,Dog,Adoption
26166,A699941,Other,Euthanasia
26167,A694626,Dog,Adoption
26168,A691609,Cat,Transfer
26169,A696731,Dog,Transfer
26170,A698266,Dog,Transfer
26171,A694477,Dog,Adoption
26172,A694682,Cat,Adoption
26173,A696477,Dog,Adoption
26174,A695361,Dog,Adoption
26175,A447033,Dog,Adoption
26176,A695068,Cat,Transfer
26177,A697885,Dog,Adoption
26178,A694587,Dog,Adoption
26179,A696841,Dog,Return to Owner
26180,A698569,Dog,Adoption
26181,A695968,Cat,Transfer
26182,A698426,Cat,Transfer
26183,A644165,Dog,Transfer
26184,A694228,Dog,Adoption
26185,A695709,Dog,Adoption
26186,A699302,Dog,Transfer
26187,A698209,Dog,Return to Owner
26188,A697124,Dog,Transfer
26189,A696602,Cat,Transfer
26190,A698844,Dog,Return to Owner
26191,A699791,Dog,Transfer
26192,A698211,Dog,Return to Owner
26193,A695731,Dog,Return to Owner
26194,A693272,Dog,Adoption
26195,A697308,Dog,Return to Owner
26196,A692033,Dog,Return to Owner
26197,A696354,Cat,Adoption
26198,A696054,Dog,Return to Owner
26199,A692653,Dog,Return to Owner
26200,A690985,Cat,Adoption
26201,A693267,Dog,Adoption
26202,A697647,Dog,Return to Owner
26203,A694087,Dog,Transfer
26204,A698647,Dog,Adoption
26205,A698058,Cat,Transfer
26206,A694497,Cat,Return to Owner
26207,A690872,Dog,Transfer
26208,A593109,Dog,Return to Owner
26209,A698166,Other,Died
26210,A681167,Dog,Adoption
26211,A696868,Dog,Return to Owner
