,Animal ID,Type,Outcome Type
1593,A319552,Cat,Transfer
1594,A393400,Dog,Transfer
1595,A343861,Dog,Adoption
1596,A352775,Dog,Euthanize
1597,A391157,Cat,Transfer
1598,A376296,Dog,Return To Owner
1599,A377212,Cat,Transfer
1600,A377585,Cat,Disposal
1601,A391968,Cat,Transfer
1602,A358655,Cat,Transfer
1603,A344446,Dog,Adoption
1604,A366740,Dog,Return To Owner
1605,A342285,Dog,Transfer
1606,A271008,Dog,Return To Owner
1607,A397291,Cat,Adoption
1608,A397481,Dog,Return To Owner
1609,A399243,Cat,Adoption
1610,A323938,Dog,Transfer
1611,A396393,Dog,Disposal
1612,A311271,Dog,Return To Owner
1613,A387383,Cat,Transfer
1614,A311271,Dog,Return To Owner
1615,A397481,Dog,Return To Owner
1616,A353322,Cat,Transfer
1617,A366757,Cat,Transfer
1618,A382198,Dog,Transfer
1619,A375355,Cat,Transfer
1620,A356740,Cat,Transfer
1621,A375996,Dog,Transfer
1622,A323929,Other,Transfer
1623,A308414,Dog,Return To Owner
1624,A381966,Dog,Transfer
1625,A390883,Dog,Transfer
1626,A386296,Cat,Transfer
1627,A391606,Cat,Transfer
1628,A314464,Dog,Transfer
1629,A396730,Dog,Transfer
1630,A363654,Cat,Transfer
1631,A374585,Cat,Transfer
1632,A340176,Cat,Transfer
1633,A295171,Dog,Transfer
1634,A375653,Cat,Transfer
1635,A374768,Dog,Transfer
1636,A391119,Cat,Transfer
1637,A388039,Cat,Transfer
1638,A319506,Cat,Transfer
1639,A304357,Cat,Transfer
1640,A383477,Dog,Transfer
1641,A363657,Cat,Transfer
1642,A353536,Dog,Adoption
1643,A368067,Dog,Adoption
1644,A326305,Cat,Transfer
1645,A327927,Cat,Transfer
1646,A339915,Dog,Transfer
1647,A372085,Cat,Transfer
1648,A309391,Cat,Transfer
1649,A370130,Dog,Transfer
1650,A308646,Cat,Transfer
1651,A355882,Dog,Transfer
1652,A319821,Cat,Transfer
1653,A360778,Dog,Transfer
1654,A281944,Dog,Transfer
1655,A393379,Dog,Transfer
1656,A396571,Dog,Adoption
1657,A292512,Dog,Return To Owner
1658,A396884,Dog,Return To Owner
1659,A373243,Cat,Transfer
1660,A307887,Dog,Transfer
1661,A398763,Dog,Return To Owner
1662,A353711,Cat,Transfer
1663,A353706,Cat,Transfer
1664,A377244,Dog,Transfer
1665,A396416,Other,Euthanize
1666,A343212,Cat,Transfer
1667,A396289,Dog,Adoption
1668,A370172,Cat,Transfer
1669,A372748,Cat,Transfer
1670,A388107,Cat,Transfer
1671,A323167,Dog,Transfer
1672,A391947,Dog,Transfer
1673,A330162,Dog,Return To Owner
1674,A322552,Dog,Adoption
1675,A355962,Dog,Transfer
1676,A363718,Dog,Transfer
1677,A303694,Dog,Adoption
1678,A369127,Dog,Euthanize
1679,A395728,Dog,Return To Owner
1680,A396303,Cat,Adoption
1681,A396290,Dog,Adoption
1682,A396136,Cat,Adoption
1683,A355226,Cat,Transfer
1684,A312250,Dog,Transfer
1685,A377788,Dog,Transfer
1686,A397845,Cat,Transfer
1687,A377786,Dog,Transfer
1688,A369169,Other,Transfer
1689,A340172,Cat,Transfer
1690,A397516,Cat,Transfer
1691,A392039,Dog,Transfer
1692,A311271,Dog,Return To Owner
1693,A396931,Cat,Euthanize
1694,A397517,Cat,Transfer
1695,A397505,Cat,Euthanize
1696,A391906,Dog,Transfer
1697,A388783,Cat,Transfer
1698,A398371,Cat,Transfer
1699,A388760,Cat,Transfer
1700,A393390,Dog,Transfer
1701,A374550,Dog,Transfer
1702,A391883,Dog,Transfer
1703,A353909,Cat,Transfer
1704,A321460,Cat,Transfer
1705,A366523,Dog,Return To Owner
1706,A397523,Dog,Return To Owner
1707,A397557,Cat,Euthanize
1708,A397543,Dog,Rtos
1709,A392113,Cat,Transfer
1710,A386629,Dog,Transfer
1711,A335534,Cat,Transfer
1712,A352715,Dog,Transfer
1713,A391922,Cat,Transfer
1714,A384443,Dog,Transfer
1715,A337468,Dog,Return To Owner
1716,A369164,Other,Transfer
1717,A396424,Dog,Return To Owner
1718,A342054,Dog,Adoption
1719,A396153,Other,Return To Owner
1720,A336568,Cat,Transfer
1721,A312216,Dog,Transfer
1722,A375993,Cat,Transfer
1723,A331450,Dog,Adoption
1724,A396230,Dog,Adoption
1725,A383090,Dog,Transfer
1726,A382183,Dog,Transfer
1727,A367695,Dog,Adoption
1728,A384527,Dog,Return To Owner
1729,A390992,Cat,Transfer
1730,A375501,Cat,Transfer
1731,A396309,Cat,Adoption
1732,A396308,Cat,Adoption
1733,A396151,Other,Return To Owner
1734,A392084,Dog,Return To Owner
1735,A332828,Dog,Return To Owner
1736,A375909,Dog,Return To Owner
1737,A375441,Cat,Transfer
1738,A377211,Cat,Transfer
1739,A396152,Other,Return To Owner
1740,A396150,Other,Return To Owner
1741,A393431,Dog,Euthanize
1742,A386290,Cat,Transfer
1743,A381308,Dog,Transfer
1744,A319819,Cat,Transfer
1745,A382038,Dog,Transfer
1746,A309293,Cat,Transfer
1747,A375570,Dog,Transfer
1748,A375619,Cat,Transfer
1749,A368132,Dog,Transfer
1750,A353466,Cat,Transfer
1751,A393283,Cat,Transfer
1752,A397430,Dog,Transfer
1753,A397518,Cat,Disposal
1754,A311352,Cat,Transfer
1755,A321323,Dog,Transfer
1756,A397586,Dog,Return To Owner
1757,A397543,Dog,Return To Owner
1758,A396970,Dog,Return To Owner
1759,A305289,Other,Transfer
1760,A397474,Dog,Transfer
1761,A396382,Dog,Return To Owner
1762,A363584,Dog,Transfer
1763,A397546,Dog,Return To Owner
1764,A311113,Dog,Transfer
1765,A323425,Dog,Return To Owner
1766,A397589,Dog,Return To Owner
1767,A369120,Cat,Adoption
1768,A354222,Cat,Transfer
1769,A353998,Cat,Transfer
1770,A360535,Cat,Transfer
1771,A341252,Cat,Transfer
1772,A356369,Other,Transfer
1773,A351053,Cat,Transfer
1774,A261976,Dog,Transfer
1775,A369162,Other,Transfer
1776,A358638,Cat,Transfer
1777,A326619,Cat,Transfer
1778,A377472,Dog,Transfer
1779,A393333,Cat,Transfer
1780,A374868,Cat,Transfer
1781,A339015,Cat,Transfer
1782,A360885,Cat,Transfer
1783,A375038,Cat,Transfer
1784,A369436,Dog,Transfer
1785,A321176,Dog,Transfer
1786,A391161,Cat,Transfer
1787,A308911,Cat,Transfer
1788,A386809,Dog,Transfer
1789,A396906,Dog,Transfer
1790,A396172,Dog,Transfer
1791,A392118,Cat,Transfer
1792,A380257,Dog,Transfer
1793,A345575,Dog,Return To Owner
1794,A396382,Dog,Return To Owner
1795,A384760,Dog,Transfer
1796,A398421,Cat,Transfer
1797,A393037,Cat,Transfer
1798,A389095,Cat,Transfer
1799,A319440,Dog,Transfer
1800,A382429,Dog,Transfer
1801,A307206,Dog,Transfer
1802,A391900,Cat,Transfer
1803,A396602,Dog,Return To Owner
1804,A397620,Cat,Euthanize
1805,A376829,Dog,Return To Owner
1806,A397599,Dog,Return To Owner
1807,A398801,Cat,Transfer
1808,A346282,Other,Transfer
1809,A396450,Cat,Transfer
1810,A301252,Dog,Return To Owner
1811,A374634,Cat,Transfer
1812,A396271,Cat,Euthanize
1813,A337955,Dog,Transfer
1814,A396167,Cat,Adoption
1815,A387358,Dog,Transfer
1816,A396447,Cat,Transfer
1817,A396153,Other,Return To Owner
1818,A396449,Cat,Transfer
1819,A373009,Cat,Transfer
1820,A361461,Dog,Return To Owner
1821,A396300,Other,Transfer
1822,A393880,Dog,Return To Owner
1823,A396150,Other,Return To Owner
1824,A388000,Cat,Transfer
1825,A396310,Cat,Adoption
1826,A396306,Cat,Adoption
1827,A396151,Other,Return To Owner
1828,A396152,Other,Return To Owner
1829,A373947,Dog,Return To Owner
1830,A391120,Cat,Transfer
1831,A301252,Dog,Return To Owner
1832,A310777,Dog,Transfer
1833,A386820,Other,Transfer
1834,A386294,Cat,Transfer
1835,A385437,Cat,Transfer
1836,A340173,Cat,Transfer
1837,A328278,Dog,Transfer
1838,A393260,Cat,Transfer
1839,A390986,Cat,Transfer
1840,A390760,Cat,Transfer
1841,A374587,Cat,Transfer
1842,A375991,Cat,Transfer
1843,A389280,Cat,Transfer
1844,A384910,Dog,Transfer
1845,A378345,Cat,Transfer
1846,A360641,Dog,Transfer
1847,A346850,Dog,Transfer
1848,A393766,Cat,Transfer
1849,A389457,Dog,Transfer
1850,A367847,Dog,Transfer
1851,A353709,Cat,Transfer
1852,A396484,Dog,Return To Owner
1853,A397644,Dog,Return To Owner
1854,A396210,Dog,Adoption
1855,A396305,Cat,Adoption
1856,A396259,Dog,Adoption
1857,A308464,Dog,Return To Owner
1858,A235023,Dog,Return To Owner
1859,A396491,Cat,Disposal
1860,A302013,Dog,Adoption
1861,A396464,Dog,Return To Owner
1862,A351144,Dog,Transfer
1863,A362644,Dog,Transfer
1864,A309781,Dog,Adoption
1865,A375193,Cat,Transfer
1866,A397569,Cat,Euthanize
1867,A319696,Dog,Return To Owner
1868,A332456,Dog,Return To Owner
1869,A367709,Dog,Transfer
1870,A395735,Dog,Transfer
1871,A310301,Dog,Return To Owner
1872,A330235,Dog,Return To Owner
1873,A316946,Dog,Adoption
1874,A315204,Dog,Euthanize
1875,A316712,Cat,Adoption
1876,A324959,Cat,Adoption
1877,A363805,Dog,Transfer
1878,A332796,Dog,Transfer
1879,A387911,Cat,Transfer
1880,A227344,Dog,Return To Owner
1881,A318054,Dog,Euthanize
1882,A280640,Dog,Adoption
1883,A386752,Cat,Adoption
1884,A321461,Cat,Transfer
1885,A358640,Cat,Transfer
1886,A300781,Dog,Adoption
1887,A311615,Dog,Transfer
1888,A381310,Dog,Transfer
1889,A379276,Dog,Transfer
1890,A370655,Cat,Transfer
1891,A325064,Dog,Transfer
1892,A352169,Cat,Transfer
1893,A353323,Cat,Transfer
1894,A363672,Dog,Transfer
1895,A352825,Cat,Transfer
1896,A326617,Cat,Transfer
1897,A370162,Dog,Transfer
1898,A303896,Other,Transfer
1899,A387994,Cat,Transfer
1900,A375003,Dog,Transfer
1901,A374076,Dog,Transfer
1902,A360882,Cat,Transfer
1903,A363656,Cat,Transfer
1904,A353468,Cat,Transfer
1905,A353460,Dog,Transfer
1906,A395481,Dog,Transfer
1907,A377550,Dog,Transfer
1908,A397632,Dog,Return To Owner
1909,A397350,Dog,Transfer
1910,A397665,Other,Euthanize
1911,A370570,Dog,Return To Owner
1912,A306159,Cat,Transfer
1913,A397597,Cat,Return To Owner
1914,A370570,Dog,Return To Owner
1915,A391695,Cat,Transfer
1916,A329253,Dog,Transfer
1917,A362587,Dog,Return To Owner
1918,A396502,Cat,Euthanize
1919,A386330,Dog,Transfer
1920,A353910,Cat,Transfer
1921,A396500,Cat,Euthanize
1922,A379277,Dog,Transfer
1923,A397585,Cat,Transfer
1924,A353519,Cat,Transfer
1925,A384441,Dog,Return To Owner
1926,A391118,Cat,Transfer
1927,A377526,Dog,Transfer
1928,A353467,Cat,Transfer
1929,A396227,Cat,Transfer
1930,A336105,Other,Transfer
1931,A395082,Cat,Transfer
1932,A329335,Dog,Transfer
1933,A331644,Dog,Return To Owner
1934,A331643,Dog,Return To Owner
1935,A383146,Dog,Transfer
1936,A374357,Other,Adoption
1937,A347042,Dog,Transfer
1938,A374368,Other,Transfer
1939,A331643,Dog,Return To Owner
1940,A398806,Cat,Transfer
1941,A326306,Cat,Transfer
1942,A393908,Dog,Transfer
1943,A375060,Cat,Transfer
1944,A319600,Cat,Transfer
1945,A319504,Cat,Transfer
1946,A370520,Cat,Transfer
1947,A390340,Dog,Transfer
1948,A340624,Cat,Transfer
1949,A372683,Dog,Transfer
1950,A387382,Cat,Transfer
1951,A391927,Cat,Transfer
1952,A393403,Dog,Transfer
1953,A391930,Dog,Transfer
1954,A386663,Cat,Transfer
1955,A393036,Cat,Transfer
1956,A261067,Dog,Transfer
1957,A389048,Dog,Transfer
1958,A306028,Cat,Transfer
1959,A386128,Cat,Transfer
1960,A391540,Dog,Transfer
1961,A309323,Cat,Transfer
1962,A386118,Other,Transfer
1963,A375953,Dog,Transfer
1964,A382098,Dog,Transfer
1965,A310741,Dog,Transfer
1966,A304079,Dog,Transfer
1967,A374283,Other,Transfer
1968,A386184,Dog,Transfer
1969,A396865,Dog,Transfer
1970,A387285,Cat,Transfer
1971,A368128,Other,Transfer
1972,A305299,Other,Transfer
1973,A397664,Dog,Return To Owner
1974,A320035,Cat,Transfer
1975,A390991,Cat,Transfer
1976,A370656,Cat,Transfer
1977,A391905,Dog,Transfer
1978,A346952,Dog,Transfer
1979,A395690,Dog,Return To Owner
1980,A393784,Cat,Transfer
1981,A363954,Dog,Transfer
1982,A391329,Cat,Transfer
1983,A375669,Dog,Transfer
1984,A380616,Dog,Return To Owner
1985,A373049,Dog,Return To Owner
1986,A396225,Dog,Transfer
1987,A396970,Dog,Transfer
1988,A396712,Dog,Transfer
1989,A392045,Dog,Disposal
1990,A395671,Dog,Adoption
1991,A396229,Dog,Adoption
1992,A392041,Cat,Transfer
1993,A396304,Cat,Adoption
1994,A369167,Other,Transfer
1995,A360793,Dog,Transfer
1996,A393284,Cat,Transfer
1997,A396504,Cat,Euthanize
1998,A309231,Cat,Transfer
1999,A365360,Cat,Adoption
2000,A392067,Dog,Transfer
2001,A306556,Cat,Transfer
2002,A384345,Dog,Adoption
2003,A397910,Other,Transfer
2004,A230945,Dog,Transfer
2005,A396226,Dog,Transfer
2006,A320017,Other,Transfer
2007,A328151,Dog,Transfer
2008,A319818,Cat,Transfer
2009,A353284,Cat,Transfer
2010,A396402,Dog,Return To Owner
2011,A398800,Cat,Transfer
2012,A353997,Cat,Transfer
2013,A383581,Dog,Transfer
2014,A389094,Cat,Transfer
2015,A336433,Other,Transfer
2016,A377435,Dog,Transfer
2017,A362818,Cat,Transfer
2018,A393331,Cat,Transfer
2019,A372747,Cat,Transfer
2020,A304102,Cat,Transfer
2021,A305295,Other,Transfer
2022,A368123,Dog,Transfer
2023,A352275,Dog,Transfer
2024,A390829,Dog,Transfer
2025,A392037,Dog,Transfer
2026,A373250,Cat,Transfer
2027,A363812,Dog,Transfer
2028,A362636,Cat,Transfer
2029,A322282,Dog,Transfer
2030,A397378,Dog,Euthanize
2031,A401030,Cat,Transfer
2032,A400837,Cat,Transfer
2033,A396155,Other,Adoption
2034,A400839,Cat,Transfer
2035,A393034,Cat,Transfer
2036,A320551,Dog,Return To Owner
2037,A401029,Cat,Transfer
2038,A391607,Cat,Transfer
2040,A400848,Cat,Transfer
2041,A366927,Dog,Transfer
2042,A401116,Cat,Euthanize
2043,A401027,Cat,Transfer
2044,A401072,Dog,Return To Owner
2045,A400835,Cat,Transfer
2046,A400833,Cat,Transfer
2047,A401028,Cat,Transfer
2048,A400838,Cat,Transfer
2049,A400836,Cat,Transfer
2050,A401071,Dog,Return To Owner
2051,A399241,Cat,Adoption
2052,A326747,Dog,Return To Owner
2053,A399273,Cat,Adoption
2054,A399242,Cat,Adoption
2055,A397743,Cat,Adoption
2056,A397740,Cat,Adoption
2057,A396824,Cat,Adoption
2058,A398418,Dog,Transfer
2059,A399925,Cat,Transfer
2061,A344149,Cat,Adoption
2062,A389096,Cat,Transfer
2063,A397744,Cat,Adoption
2064,A398420,Dog,Transfer
2065,A398924,Dog,Transfer
2066,A340347,Cat,Adoption
2067,A399924,Other,Euthanize
2068,A399926,Cat,Transfer
2069,A399927,Cat,Transfer
2070,A387282,Cat,Transfer
2071,A397807,Dog,Return To Owner
2072,A203994,Cat,Return To Owner
2073,A400853,Cat,Adoption
2074,A401120,Dog,Return To Owner
2075,A360884,Cat,Transfer
2076,A400655,Cat,Adoption
2077,A400624,Cat,Adoption
2078,A400376,Cat,Adoption
2079,A399523,Cat,Return To Owner
2080,A395787,Dog,Return To Owner
2081,A376227,Dog,Transfer
2082,A241401,Dog,Return To Owner
2083,A399944,Dog,Return To Owner
2084,A362612,Cat,Euthanize
2085,A395786,Dog,Return To Owner
2086,A399349,Dog,Adoption
2087,A390199,Dog,Adoption
2088,A399945,Other,Euthanize
2089,A397539,Cat,Adoption
2090,A399192,Dog,Return To Owner
2091,A345856,Dog,Return To Owner
2092,A399192,Dog,Rtos
2093,A387099,Dog,Return To Owner
2094,A399522,Cat,Return To Owner
2095,A347442,Dog,Transfer
2096,A309389,Cat,Transfer
2097,A356370,Other,Transfer
2098,A351126,Dog,Euthanize
2099,A399919,Other,Transfer
2100,A394183,Dog,Return To Owner
2101,A336717,Dog,Adoption
2102,A399955,Dog,Return To Owner
2104,A309336,Cat,Adoption
2105,A375169,Dog,Adoption
2106,A401131,Dog,Return To Owner
2107,A397807,Dog,Return To Owner
2108,A322201,Dog,Return To Owner
2109,A370403,Dog,Return To Owner
2110,A401122,Dog,Return To Owner
2111,A328619,Dog,Transfer
2112,A399954,Dog,Return To Owner
2113,A399126,Dog,Euthanize
2114,A399967,Other,Transfer
2115,A399293,Dog,Euthanize
2116,A367829,Dog,Euthanize
2117,A400011,Cat,Euthanize
2118,A398768,Dog,Euthanize
2119,A399237,Dog,Transfer
2120,A399348,Dog,Transfer
2121,A399254,Dog,Transfer
2122,A399255,Dog,Transfer
2123,A386776,Dog,Euthanize
2124,A398050,Dog,Transfer
2125,A399972,Dog,Return To Owner
2126,A399252,Dog,Transfer
2127,A399987,Dog,Return To Owner
2128,A399986,Dog,Return To Owner
2129,A394415,Dog,Adoption
2130,A397817,Cat,Adoption
2131,A399238,Dog,Transfer
2132,A221252,Dog,Return To Owner
2133,A392119,Cat,Transfer
2134,A340623,Cat,Transfer
2135,A400627,Cat,Adoption
2136,A400374,Cat,Adoption
2137,A400625,Cat,Adoption
2138,A312757,Dog,Transfer
2139,A394924,Dog,Return To Owner
2140,A400375,Cat,Adoption
2142,A310572,Dog,Transfer
2143,A401142,Dog,Return To Owner
2144,A392208,Dog,Adoption
2145,A354181,Cat,Transfer
2146,A399502,Dog,Transfer
2147,A325656,Dog,Return To Owner
2149,A398415,Dog,Transfer
2150,A400050,Cat,Euthanize
2151,A318442,Dog,Return To Owner
2152,A399363,Dog,Transfer
2153,A399477,Cat,Transfer
2154,A398850,Dog,Transfer
2155,A398346,Dog,Transfer
2156,A399940,Cat,Transfer
2157,A308846,Other,Transfer
2158,A400037,Cat,Rtos
2159,A399478,Cat,Transfer
2160,A238390,Cat,Euthanize
2161,A379607,Dog,Transfer
2162,A400037,Cat,Euthanize
2163,A387207,Dog,Adoption
2164,A399501,Dog,Transfer
2165,A399228,Dog,Transfer
2166,A398802,Dog,Transfer
2167,A397678,Dog,Return To Owner
2168,A399244,Cat,Transfer
2169,A399535,Cat,Transfer
2170,A399941,Cat,Transfer
2171,A398083,Dog,Transfer
2172,A399939,Cat,Transfer
2173,A399539,Dog,Return To Owner
2174,A399538,Dog,Return To Owner
2175,A399534,Dog,Transfer
2176,A397722,Dog,Return To Owner
2177,A399405,Dog,Transfer
2178,A398965,Dog,Transfer
2179,A399532,Dog,Transfer
2180,A398014,Dog,Transfer
2181,A399403,Dog,Transfer
2182,A399411,Dog,Transfer
2183,A399272,Cat,Adoption
2184,A336104,Other,Transfer
2185,A399981,Cat,Transfer
2186,A399982,Cat,Transfer
2187,A399545,Dog,Return To Owner
2188,A399544,Dog,Return To Owner
2189,A399537,Dog,Return To Owner
2190,A356607,Dog,Adoption
2191,A332384,Dog,Return To Owner
2192,A399541,Dog,Return To Owner
2193,A375103,Dog,Transfer
2194,A399540,Dog,Return To Owner
2195,A399536,Dog,Return To Owner
2196,A399543,Dog,Return To Owner
2197,A400878,Dog,Return To Owner
2198,A333746,Dog,Return To Owner
2199,A401078,Cat,Euthanize
2201,A400056,Other,Euthanize
2202,A373244,Cat,Transfer
2203,A329599,Dog,Adoption
2204,A400055,Other,Euthanize
2205,A399201,Dog,Return To Owner
2207,A390985,Cat,Transfer
2208,A400852,Cat,Adoption
2209,A400104,Other,Euthanize
2210,A384144,Dog,Transfer
2211,A371207,Cat,Transfer
2212,A216304,Dog,Return To Owner
2213,A398364,Cat,Adoption
2214,A400099,Cat,Return To Owner
2215,A356742,Cat,Transfer
2216,A216304,Dog,Return To Owner
2217,A255031,Dog,Return To Owner
2218,A365176,Dog,Return To Owner
2219,A401079,Cat,Euthanize
2220,A375615,Dog,Return To Owner
2221,A282332,Cat,Euthanize
2222,A401179,Cat,Euthanize
2223,A386286,Cat,Transfer
2224,A391827,Dog,Transfer
2225,A234992,Dog,Return To Owner
2226,A387048,Dog,Return To Owner
2227,A400072,Other,Transfer
2228,A339303,Dog,Adoption
2229,A321748,Cat,Transfer
2230,A400124,Cat,Disposal
2231,A400122,Dog,Return To Owner
2232,A400093,Dog,Return To Owner
2233,A399409,Dog,Adoption
2234,A386977,Cat,Transfer
2236,A401199,Cat,Appt
2238,A393281,Cat,Transfer
2239,A399966,Dog,Euthanize
2240,A337634,Other,Transfer
2241,A399930,Other,Transfer
2242,A400144,Dog,Return To Owner
2243,A400151,Cat,Transfer
2244,A401128,Cat,Disposal
2245,A401220,Dog,Return To Owner
2246,A400635,Cat,Rtos
2247,A357516,Other,Transfer
2248,A278689,Dog,Return To Owner
2249,A387040,Dog,Return To Owner
2250,A320154,Dog,Adoption
2251,A398880,Cat,Adoption
2252,A399984,Dog,Return To Owner
2253,A398879,Cat,Adoption
2254,A401202,Dog,Return To Owner
2255,A389249,Dog,Return To Owner
2256,A334600,Dog,Return To Owner
2257,A400686,Cat,Return To Owner
2258,A389249,Dog,Return To Owner
2259,A400377,Cat,Adoption
2260,A356446,Other,Euthanize
2261,A400378,Cat,Adoption
2262,A397741,Cat,Adoption
2263,A400149,Dog,Return To Owner
2264,A397742,Cat,Adoption
2265,A389040,Dog,Return To Owner
2266,A401204,Dog,Return To Owner
2267,A384729,Dog,Return To Owner
2268,A399271,Cat,Adoption
2269,A334162,Dog,Return To Owner
2270,A375478,Dog,Return To Owner
2271,A398805,Cat,Adoption
2272,A257216,Dog,Return To Owner
2273,A400150,Dog,Return To Owner
2274,A399972,Dog,Return To Owner
2275,A387995,Cat,Transfer
2276,A400156,Cat,Adoption
2277,A389249,Dog,Return To Owner
2278,A401224,Dog,Return To Owner
2279,A389249,Dog,Return To Owner
2280,A288053,Dog,Return To Owner
2281,A401225,Dog,Return To Owner
2282,A391310,Cat,Transfer
2283,A367151,Dog,Transfer
2284,A397941,Cat,Transfer
2285,A399946,Other,Transfer
2286,A399517,Dog,Return To Owner
2287,A400199,Dog,Return To Owner
2288,A399517,Dog,Return To Owner
2289,A368110,Cat,Adoption
2290,A333548,Dog,Adoption
2291,A400176,Dog,Died
2292,A400147,Dog,Return To Owner
2293,A400194,Cat,Transfer
2294,A400189,Dog,Return To Owner
2295,A400195,Cat,Euthanize
2296,A398804,Dog,Return To Owner
2297,A372750,Cat,Transfer
2298,A401106,Other,Transfer
2299,A377174,Dog,Transfer
2300,A393904,Dog,Transfer
2301,A380354,Dog,Return To Owner
2302,A335240,Cat,Transfer
2303,A401111,Other,Transfer
2304,A342876,Dog,Transfer
2305,A358658,Dog,Transfer
2306,A287057,Dog,Return To Owner
2307,A399368,Dog,Transfer
2308,A400057,Dog,Euthanize
2309,A400284,Dog,Return To Owner
2310,A400278,Dog,Return To Owner
2311,A314860,Dog,Transfer
2312,A400631,Dog,Transfer
2313,A279094,Dog,Return To Owner
2314,A401098,Other,Transfer
2315,A399095,Dog,Adoption
2316,A401102,Other,Transfer
2317,A401099,Other,Transfer
2318,A401108,Other,Transfer
2319,A282739,Dog,Return To Owner
2320,A373173,Cat,Adoption
2321,A401109,Other,Transfer
2322,A400771,Dog,Return To Owner
2323,A387381,Cat,Transfer
2324,A375373,Dog,Transfer
2325,A401101,Other,Transfer
2326,A401254,Dog,Return To Owner
2327,A400373,Cat,Adoption
2328,A401257,Cat,Transfer
2329,A388104,Dog,Return To Owner
2330,A401103,Other,Transfer
2331,A401107,Other,Transfer
2332,A401104,Other,Transfer
2333,A389308,Dog,Return To Owner
2334,A397698,Cat,Adoption
2335,A400283,Dog,Return To Owner
2336,A393259,Cat,Transfer
2337,A401105,Other,Transfer
2338,A401100,Other,Transfer
2339,A386137,Dog,Transfer
2340,A377101,Dog,Transfer
2341,A363907,Dog,Transfer
2342,A348406,Dog,Transfer
2343,A276532,Dog,Transfer
2344,A401268,Other,Euthanize
2345,A396066,Dog,Return To Owner
2346,A401251,Dog,Return To Owner
2347,A400676,Dog,Euthanize
2348,A400303,Cat,Return To Owner
2349,A364881,Cat,Adoption
2350,A400130,Cat,Return To Owner
2351,A400325,Dog,Return To Owner
2352,A374685,Cat,Transfer
2353,A345707,Dog,Transfer
2354,A396066,Dog,Return To Owner
2355,A401264,Dog,Return To Owner
2356,A400282,Other,Euthanize
2357,A385917,Dog,Transfer
2358,A388830,Dog,Return To Owner
2359,A400304,Other,Transfer
2360,A396066,Dog,Return To Owner
2361,A401194,Dog,Return To Owner
2363,A401129,Dog,Return To Owner
2364,A390360,Cat,Disposal
2365,A400847,Cat,Adoption
2366,A400715,Dog,Transfer
2367,A380744,Dog,Transfer
2368,A392038,Dog,Transfer
2369,A400336,Cat,Euthanize
2370,A387425,Dog,Return To Owner
2371,A400340,Other,Return To Owner
2372,A400326,Dog,Return To Owner
2373,A391341,Dog,Return To Owner
2374,A400116,Cat,Return To Owner
2376,A353703,Cat,Transfer
2377,A377235,Dog,Transfer
2379,A400851,Cat,Adoption
2381,A400844,Cat,Adoption
2383,A400843,Cat,Adoption
2385,A362471,Cat,Return To Owner
2386,A379511,Dog,Adoption
2387,A401296,Dog,Return To Owner
2388,A401175,Dog,Return To Owner
2389,A401129,Dog,Return To Owner
2393,A309294,Cat,Transfer
2394,A355894,Dog,Transfer
2395,A313783,Dog,Adoption
2396,A305294,Other,Transfer
2397,A340382,Dog,Rtos
2398,A400091,Dog,Transfer
2399,A400333,Other,Transfer
2400,A322727,Dog,Transfer
2401,A381304,Dog,Return To Owner
2402,A401360,Dog,Return To Owner
2403,A401206,Dog,Return To Owner
2405,A401241,Dog,Return To Owner
2406,A400278,Dog,Return To Owner
2407,A401242,Dog,Return To Owner
2408,A387914,Cat,Transfer
2409,A400615,Dog,Return To Owner
2410,A401276,Dog,Return To Owner
2411,A380751,Dog,Transfer
2412,A383139,Dog,Transfer
2413,A383138,Dog,Transfer
2414,A348028,Dog,Transfer
2415,A397940,Cat,Transfer
2416,A396561,Cat,Return To Owner
2417,A317633,Dog,Adoption
2418,A319553,Cat,Transfer
2419,A396205,Dog,Adoption
2420,A374457,Dog,Transfer
2421,A396543,Dog,Return To Owner
2422,A346222,Dog,Transfer
2423,A358653,Cat,Transfer
2424,A380354,Dog,Return To Owner
2425,A401326,Dog,Return To Owner
2426,A375814,Dog,Transfer
2427,A384623,Dog,Adoption
2428,A396585,Cat,Euthanize
2429,A374876,Dog,Transfer
2430,A373529,Cat,Transfer
2431,A390802,Dog,Transfer
2432,A397667,Dog,Return To Owner
2433,A353209,Cat,Transfer
2434,A309712,Dog,Transfer
2435,A298585,Dog,Transfer
2436,A385854,Cat,Transfer
2437,A385434,Cat,Transfer
2438,A370134,Dog,Transfer
2439,A370585,Dog,Transfer
2440,A381322,Dog,Transfer
2441,A392116,Cat,Transfer
2442,A374640,Dog,Transfer
2443,A374071,Cat,Transfer
2444,A391951,Cat,Transfer
2445,A382039,Dog,Transfer
2446,A395648,Cat,Transfer
2447,A374583,Cat,Transfer
2448,A376034,Cat,Transfer
2449,A395327,Dog,Transfer
2450,A387359,Dog,Transfer
2451,A342279,Cat,Transfer
2452,A309392,Cat,Transfer
2453,A319503,Cat,Transfer
2454,A370194,Dog,Transfer
2455,A374867,Cat,Transfer
2456,A372964,Cat,Transfer
2457,A398419,Cat,Transfer
2458,A354221,Cat,Transfer
2459,A358637,Cat,Transfer
2460,A328199,Cat,Transfer
2461,A354220,Cat,Transfer
