,Animal ID,Type,Outcome Type
16646,A234415,Cat,Adoption
16647,A348581,Dog,Adoption
16648,A303189,Dog,Return To Owner
16649,A329893,Dog,Euthanize
16650,A309465,Cat,Adoption
16651,A375051,Cat,Euthanize
16652,A387375,Cat,Adoption
16653,A382101,Cat,Disposal
16654,A361060,Dog,Return To Owner
16655,A352148,Dog,Return To Owner
16656,A318959,Dog,Transfer
16657,A338735,Dog,Euthanize
16658,A350846,Cat,Transfer
16659,A379651,Dog,Euthanize
16660,A301923,Other,Euthanize
16661,A327639,Cat,Euthanize
16662,A323944,Dog,Return To Owner
16663,A367844,Cat,Return To Owner
16664,A362755,Other,Transfer
16665,A360719,Dog,Return To Owner
16666,A369216,Cat,Adoption
16667,A339265,Dog,Return To Owner
16668,A225490,Dog,Return To Owner
16669,A334359,Dog,Adoption
16670,A373039,Dog,Adoption
16671,A306417,Other,Died
16672,A314957,Dog,Adoption
16673,A254078,Dog,Return To Owner
16674,A316445,Dog,Adoption
16675,A386975,Dog,Transfer
16676,A340634,Cat,Transfer
16677,A323957,Cat,Disposal
16678,A287686,Dog,Return To Owner
16679,A286905,Dog,Return To Owner
16680,A311641,Dog,Return To Owner
16681,A367698,Cat,Adoption
16682,A377205,Dog,Adoption
16683,A366372,Dog,Adoption
16684,A336098,Cat,Euthanize
16685,A374428,Dog,Return To Owner
16686,A322735,Cat,Adoption
16687,A345019,Dog,Euthanize
16688,A320937,Dog,Return To Owner
16689,A353511,Dog,Return To Owner
16690,A331692,Dog,Adoption
16691,A360486,Cat,Transfer
16692,A375812,Cat,Transfer
16693,A323560,Dog,Return To Owner
16694,A286881,Dog,Return To Owner
16695,A282798,Dog,Return To Owner
16696,A389140,Cat,Return To Owner
16697,A318344,Dog,Adoption
16698,A336030,Cat,Transfer
16699,A375405,Dog,Transfer
16700,A392239,Dog,Return To Owner
16701,A390330,Cat,Euthanize
16702,A370806,Dog,Return To Owner
16703,A362480,Cat,Return To Owner
16704,A322852,Cat,Adoption
16705,A328044,Cat,Adoption
16706,A341818,Dog,Return To Owner
16707,A346442,Dog,Adoption
16708,A321712,Dog,Adoption
16709,A344489,Cat,Adoption
16710,A361688,Other,Transfer
16711,A312665,Dog,Return To Owner
16712,A324796,Dog,Transfer
16713,A214515,Dog,Return To Owner
16714,A321762,Dog,Adoption
16715,A304176,Dog,Return To Owner
16716,A355730,Cat,Adoption
16717,A315269,Dog,Adoption
16718,A365361,Cat,Adoption
16719,A312759,Dog,Return To Owner
16720,A371085,Other,Transfer
16721,A301554,Dog,Transfer
16722,A344447,Dog,Return To Owner
16723,A339756,Dog,Adoption
16724,A303195,Dog,Return To Owner
16725,A341987,Cat,Adoption
16726,A291350,Dog,Adoption
16727,A347800,Dog,Adoption
16728,A389651,Cat,Adoption
16729,A306453,Dog,Return To Owner
16730,A346791,Cat,Return To Owner
16731,A300591,Dog,Died
16732,A339235,Other,Return To Owner
16733,A321194,Dog,Adoption
16734,A369173,Dog,Transfer
16735,A219171,Dog,Return To Owner
16736,A272077,Dog,Return To Owner
16737,A072529,Dog,Died
16738,A304856,Dog,Euthanize
16739,A233205,Dog,Transfer
16740,A341995,Cat,Euthanize
16741,A302011,Cat,Adoption
16742,A352596,Cat,Adoption
16743,A309511,Cat,Euthanize
16744,A335285,Dog,Adoption
16745,A379286,Cat,Adoption
16746,A322459,Dog,Adoption
16747,A322211,Dog,Euthanize
16748,A316288,Cat,Adoption
16749,A370163,Dog,Adoption
16750,A372495,Cat,Adoption
16751,A374484,Dog,Return To Owner
16752,A389499,Cat,Transfer
16753,A371054,Dog,Transfer
16754,A357030,Cat,Adoption
16755,A377180,Dog,Return To Owner
16756,A292731,Dog,Return To Owner
16757,A388791,Dog,Return To Owner
16758,A375939,Dog,Adoption
16759,A345892,Dog,Return To Owner
16760,A380821,Dog,Adoption
16761,A312805,Dog,Return To Owner
16762,A355999,Dog,Return To Owner
16763,A333197,Dog,Return To Owner
16764,A313764,Dog,Transfer
16765,A307894,Cat,Return To Owner
16766,A353453,Cat,Euthanize
16767,A307117,Dog,Return To Owner
16768,A209425,Dog,Return To Owner
16769,A310508,Cat,Adoption
16770,A352611,Cat,Adoption
16771,A309085,Cat,Return To Owner
16772,A390306,Dog,Return To Owner
16773,A282798,Dog,Return To Owner
16774,A302686,Dog,Euthanize
16775,A316720,Dog,Return To Owner
16776,A336647,Dog,Return To Owner
16777,A271959,Dog,Return To Owner
16778,A304202,Cat,Transfer
16779,A333080,Cat,Adoption
16780,A347525,Dog,Return To Owner
16781,A344723,Cat,Adoption
16782,A308246,Dog,Euthanize
16783,A308267,Other,Adoption
16784,A326214,Cat,Adoption
16785,A391635,Dog,Adoption
16786,A374395,Dog,Adoption
16787,A294085,Cat,Adoption
16788,A338578,Cat,Adoption
16789,A309253,Cat,Transfer
16790,A326171,Cat,Return To Owner
16791,A321260,Other,Adoption
16792,A355213,Cat,Adoption
16793,A384431,Dog,Euthanize
16794,A366734,Dog,Euthanize
16795,A348599,Dog,Return To Owner
16796,A364873,Cat,Adoption
16797,A352694,Dog,Adoption
16798,A313129,Cat,Return To Owner
16799,A392052,Cat,Transfer
16800,A307741,Cat,Return To Owner
16801,A292893,Dog,Return To Owner
16802,A316078,Cat,Return To Owner
16803,A241024,Dog,Euthanize
16804,A375918,Cat,Adoption
16805,A374588,Cat,Adoption
16806,A322501,Cat,Euthanize
16807,A356994,Dog,Return To Owner
16808,A326218,Cat,Adoption
16809,A328367,Dog,Return To Owner
16810,A301395,Dog,Return To Owner
16811,A302570,Dog,Adoption
16812,A309328,Dog,Adoption
16813,A324881,Cat,Adoption
16814,A327153,Dog,Transfer
16815,A329814,Dog,Return To Owner
16816,A381565,Dog,Return To Owner
16817,A363977,Dog,Return To Owner
16818,A377488,Cat,Transfer
16819,A326950,Dog,Euthanize
16820,A354171,Cat,Adoption
16821,A343339,Cat,Euthanize
16822,A362209,Dog,Return To Owner
16823,A265739,Dog,Return To Owner
16824,A315315,Dog,Adoption
16825,A332291,Cat,Euthanize
16826,A308330,Cat,Return To Owner
16827,A362805,Other,Transfer
16828,A308228,Dog,Euthanize
16829,A320988,Cat,Euthanize
16830,A313847,Dog,Return To Owner
16831,A373490,Cat,Transfer
16832,A285675,Dog,Return To Owner
16833,A389589,Dog,Return To Owner
16834,A363847,Cat,Adoption
16835,A298585,Dog,Return To Owner
16836,A374371,Dog,Return To Owner
16837,A321347,Cat,Return To Owner
16838,A305965,Dog,Adoption
16839,A354715,Dog,Transfer
16840,A259152,Dog,Return To Owner
16841,A368125,Other,Transfer
16842,A344164,Dog,Return To Owner
16843,A374132,Dog,Return To Owner
16844,A323974,Other,Transfer
16845,A304951,Other,Transfer
16846,A321137,Cat,Adoption
16847,A277516,Dog,Return To Owner
16848,A362654,Cat,Adoption
16849,A302315,Other,Return To Owner
16850,A366922,Cat,Adoption
16851,A320099,Dog,Return To Owner
16852,A373299,Cat,Adoption
16853,A373098,Cat,Adoption
16854,A340138,Cat,Return To Owner
16855,A301167,Cat,Adoption
16856,A026014,Dog,Return To Owner
16857,A372872,Dog,Return To Owner
16858,A311387,Dog,Euthanize
16859,A346412,Cat,Adoption
16860,A363220,Dog,Return To Owner
16861,A346265,Dog,Euthanize
16862,A309227,Dog,Return To Owner
16863,A370793,Cat,Adoption
16864,A303058,Other,Adoption
16865,A341680,Dog,Return To Owner
16866,A381843,Cat,Euthanize
16867,A317935,Dog,Transfer
16868,A268462,Cat,Adoption
16869,A308065,Cat,Adoption
16870,A309982,Cat,Return To Owner
16871,A388037,Cat,Transfer
16872,A366411,Dog,Adoption
16873,A365181,Dog,Transfer
16874,A369244,Dog,Adoption
16875,A329347,Cat,Adoption
16876,A222796,Dog,Return To Owner
16877,A270624,Dog,Adoption
16878,A301523,Dog,Return To Owner
16879,A349269,Cat,Adoption
16880,A031376,Cat,Adoption
16881,A371229,Cat,Euthanize
16882,A293053,Dog,Return To Owner
16883,A252172,Dog,Euthanize
16884,A343457,Dog,Adoption
16885,A372600,Dog,Return To Owner
16886,A310590,Dog,Return To Owner
16887,A357609,Cat,Euthanize
16888,A346405,Cat,Adoption
16889,A316154,Dog,Return To Owner
16890,A307927,Dog,Return To Owner
16891,A312613,Dog,Adoption
16892,A341762,Dog,Return To Owner
16893,A307935,Dog,Adoption
16894,A361171,Cat,Transfer
16895,A356375,Dog,Return To Owner
16896,A255431,Dog,Transfer
16897,A348952,Cat,Adoption
16898,A312437,Dog,Adoption
16899,A281878,Dog,Return To Owner
16900,A321607,Cat,Transfer
16901,A347918,Cat,Return To Owner
16902,A285246,Dog,Return To Owner
16903,A375917,Cat,Adoption
16904,A035707,Dog,Return To Owner
16905,A307505,Dog,Adoption
16906,A291298,Dog,Return To Owner
16907,A347261,Cat,Adoption
16908,A300920,Dog,Adoption
16909,A269302,Dog,Return To Owner
16910,A333519,Dog,Euthanize
16911,A349396,Dog,Return To Owner
16912,A373451,Dog,Return To Owner
16913,A352300,Dog,Return To Owner
16914,A317977,Dog,Return To Owner
16915,A374553,Dog,Euthanize
16916,A266052,Dog,Return To Owner
16917,A339387,Cat,Adoption
16918,A326394,Cat,Adoption
16919,A354208,Dog,Adoption
16920,A374012,Dog,Adoption
16921,A371084,Other,Transfer
16922,A339253,Dog,Return To Owner
16923,A329240,Dog,Return To Owner
16924,A345739,Cat,Return To Owner
16925,A345543,Cat,Euthanize
16926,A344972,Cat,Adoption
16927,A354207,Dog,Return To Owner
16928,A364793,Cat,Return To Owner
16929,A341182,Cat,Return To Owner
16930,A371314,Dog,Adoption
16931,A373170,Cat,Adoption
16932,A360896,Cat,Transfer
16933,A332751,Dog,Adoption
16934,A374932,Cat,Euthanize
16935,A365337,Cat,Return To Owner
16936,A335084,Dog,Euthanize
16937,A384102,Other,Transfer
16938,A280914,Dog,Return To Owner
16939,A377514,Cat,Adoption
16940,A337996,Cat,Adoption
16941,A324114,Dog,Adoption
16942,A333822,Cat,Adoption
16943,A339268,Dog,Return To Owner
16944,A313923,Dog,Euthanize
16945,A312395,Cat,Adoption
16946,A268614,Dog,Return To Owner
16947,A340628,Dog,Adoption
16948,A390335,Cat,Return To Owner
16949,A327910,Dog,Return To Owner
16950,A377416,Dog,Return To Owner
16951,A376234,Cat,Euthanize
16952,A335188,Cat,Transfer
16953,A365484,Dog,Adoption
16954,A315335,Dog,Transfer
16955,A308094,Dog,Return To Owner
16956,A283921,Dog,Return To Owner
16957,A336577,Cat,Died
16958,A333232,Cat,Adoption
16959,A317044,Other,Adoption
16960,A302622,Dog,Adoption
16961,A349126,Dog,Euthanize
16962,A337730,Cat,Euthanize
16963,A307974,Dog,Return To Owner
16964,A335154,Dog,Euthanize
16965,A383977,Cat,Adoption
16966,A297938,Dog,Transfer
16967,A306017,Dog,Return To Owner
16968,A348616,Dog,Transfer
16969,A354616,Cat,Euthanize
16970,A357526,Cat,Adoption
16971,A375030,Dog,Transfer
16972,A324631,Dog,Adoption
16973,A343976,Dog,Return To Owner
16974,A316472,Dog,Transfer
16975,A035813,Dog,Return To Owner
16976,A375142,Other,Adoption
16977,A322470,Cat,Adoption
16978,A329740,Cat,Euthanize
16979,A314651,Cat,Adoption
16980,A391520,Dog,Return To Owner
16981,A306156,Dog,Transfer
16982,A356306,Dog,Return To Owner
16983,A353423,Dog,Return To Owner
16984,A292539,Dog,Transfer
16985,A385983,Dog,Return To Owner
16986,A371182,Other,Transfer
16987,A323798,Dog,Transfer
16988,A334245,Dog,Euthanize
16989,A333820,Cat,Adoption
16990,A371316,Dog,Transfer
16991,A362444,Dog,Transfer
16992,A326025,Dog,Return To Owner
16993,A339313,Dog,Adoption
16994,A333132,Dog,Return To Owner
16995,A369385,Dog,Return To Owner
16996,A313046,Dog,Adoption
16997,A236461,Dog,Return To Owner
16998,A364782,Cat,Transfer
16999,A304962,Dog,Adoption
17000,A352177,Dog,Return To Owner
17001,A326655,Cat,Adoption
17002,A322298,Dog,Return To Owner
17003,A302240,Other,Euthanize
17004,A338536,Cat,Adoption
17005,A375144,Cat,Return To Owner
17006,A369442,Dog,Return To Owner
17007,A383147,Cat,Transfer
17008,A329888,Cat,Adoption
17009,A345466,Dog,Return To Owner
17010,A322730,Cat,Adoption
17011,A302869,Cat,Euthanize
17012,A383122,Dog,Adoption
17013,A321767,Dog,Adoption
17014,A321298,Dog,Return To Owner
17015,A314416,Dog,Euthanize
17016,A241019,Dog,Adoption
17017,A366417,Cat,Adoption
17018,A302656,Cat,Adoption
17019,A319252,Cat,Adoption
17020,A315959,Dog,Adoption
17021,A302186,Dog,Transfer
17022,A341116,Dog,Euthanize
17023,A318098,Other,Adoption
17024,A326335,Dog,Return To Owner
17025,A315195,Dog,Adoption
17026,A369422,Dog,Adoption
17027,A389990,Other,Transfer
17028,A331824,Dog,Euthanize
17029,A347734,Cat,Return To Owner
17030,A300625,Dog,Euthanize
17031,A392084,Dog,Return To Owner
17032,A377774,Other,Adoption
17033,A354141,Dog,Return To Owner
17034,A339893,Dog,Return To Owner
17035,A387949,Dog,Adoption
17036,A309100,Cat,Adoption
17037,A229323,Dog,Return To Owner
17038,A373167,Cat,Adoption
17039,A315890,Cat,Return To Owner
17040,A333710,Dog,Euthanize
17041,A362545,Other,Transfer
17042,A302657,Cat,Adoption
17043,A391895,Dog,Adoption
17044,A263701,Dog,Adoption
17045,A308778,Cat,Adoption
17046,A331922,Dog,Adoption
17047,A321766,Dog,Adoption
17048,A315140,Dog,Euthanize
17049,A324069,Cat,Euthanize
17050,A350909,Cat,Transfer
17051,A345916,Cat,Adoption
17052,A391751,Dog,Adoption
17053,A338794,Dog,Adoption
17054,A314596,Dog,Return To Owner
17055,A377121,Cat,Transfer
17056,A392051,Cat,Adoption
17057,A338226,Dog,Euthanize
17058,A339891,Cat,Adoption
17059,A342086,Dog,Return To Owner
17060,A308726,Dog,Return To Owner
17061,A339511,Cat,Adoption
17062,A326256,Cat,Return To Owner
17063,A335300,Cat,Euthanize
17064,A365330,Cat,Transfer
17065,A310197,Cat,Adoption
17066,A383467,Dog,Transfer
17067,A338796,Dog,Return To Owner
17068,A362029,Dog,Return To Owner
17069,A370817,Other,Transfer
17070,A341594,Cat,Transfer
17071,A314878,Dog,Euthanize
17072,A364032,Cat,Transfer
17073,A311760,Dog,Return To Owner
17074,A321686,Dog,Adoption
17075,A350988,Dog,Adoption
17076,A369946,Dog,Return To Owner
17077,A338476,Dog,Return To Owner
17078,A316120,Cat,Adoption
17079,A386625,Dog,Return To Owner
17080,A377605,Cat,Died
17081,A322609,Cat,Adoption
17082,A325173,Dog,Return To Owner
17083,A370927,Cat,Adoption
17084,A303458,Dog,Return To Owner
17085,A340302,Dog,Return To Owner
17086,A268201,Dog,Return To Owner
17087,A356514,Dog,Return To Owner
17088,A024906,Dog,Return To Owner
17089,A392164,Other,Transfer
17090,A230609,Dog,Return To Owner
17091,A309612,Dog,Return To Owner
17092,A302214,Other,Euthanize
17093,A388190,Cat,Adoption
17094,A309472,Dog,Return To Owner
17095,A330589,Dog,Transfer
17096,A371164,Other,Transfer
17097,A333868,Other,Return To Owner
17098,A311659,Cat,Return To Owner
17099,A296165,Dog,Return To Owner
17100,A355962,Dog,Return To Owner
17101,A323212,Cat,Euthanize
17102,A315687,Dog,Died
17103,A326117,Dog,Return To Owner
17104,A330684,Dog,Return To Owner
17105,A324834,Dog,Adoption
17106,A296979,Dog,Transfer
17107,A353367,Dog,Transfer
17108,A385054,Dog,Transfer
17109,A324832,Dog,Return To Owner
17110,A347552,Dog,Return To Owner
17111,A357615,Dog,Adoption
17112,A329698,Cat,Euthanize
17113,A316181,Dog,Transfer
17114,A323102,Dog,Return To Owner
17115,A379510,Cat,Return To Owner
17116,A352609,Cat,Adoption
17117,A329422,Cat,Adoption
17118,A376298,Cat,Adoption
17119,A369395,Cat,Adoption
17120,A306525,Dog,Adoption
17121,A353502,Dog,Adoption
17122,A361673,Dog,Adoption
17123,A310265,Dog,Return To Owner
17124,A332792,Dog,Return To Owner
17125,A322298,Dog,Return To Owner
17126,A330582,Dog,Return To Owner
17127,A315349,Cat,Return To Owner
17128,A309249,Dog,Adoption
17129,A376170,Cat,Transfer
17130,A329452,Dog,Return To Owner
17131,A327699,Cat,Euthanize
17132,A337119,Cat,Adoption
17133,A373741,Dog,Adoption
17134,A296260,Dog,Return To Owner
17135,A291883,Dog,Return To Owner
17136,A365246,Cat,Transfer
17137,A265409,Dog,Adoption
17138,A345657,Dog,Euthanize
17139,A313574,Dog,Return To Owner
17140,A368108,Cat,Euthanize
17141,A308826,Dog,Return To Owner
17142,A374455,Other,Euthanize
17143,A374428,Dog,Euthanize
17144,A313141,Other,Transfer
17145,A341222,Cat,Adoption
17146,A318112,Other,Adoption
17147,A329290,Dog,Adoption
17148,A390194,Cat,Euthanize
17149,A337007,Cat,Euthanize
17150,A313948,Dog,Adoption
17151,A323971,Other,Transfer
17152,A382261,Cat,Return To Owner
17153,A313160,Cat,Return To Owner
17154,A285976,Dog,Euthanize
17155,A308920,Dog,Euthanize
17156,A374810,Cat,Adoption
17157,A309292,Dog,Return To Owner
17158,A311859,Dog,Return To Owner
17159,A373451,Dog,Return To Owner
17160,A387363,Cat,Euthanize
17161,A346380,Other,Adoption
17162,A383907,Dog,Return To Owner
17163,A322803,Dog,Return To Owner
17164,A353411,Dog,Euthanize
17165,A333822,Cat,Adoption
17166,A316154,Dog,Adoption
17167,A375214,Cat,Adoption
17168,A374467,Cat,Transfer
17169,A365356,Cat,Euthanize
17170,A321231,Dog,Transfer
17171,A374940,Cat,Transfer
17172,A384113,Dog,Transfer
17173,A391197,Cat,Return To Owner
17174,A377962,Dog,Return To Owner
17175,A316536,Cat,Adoption
17176,A322409,Cat,Adoption
17177,A381864,Dog,Return To Owner
17178,A391072,Cat,Euthanize
17179,A343155,Cat,Adoption
17180,A348441,Dog,Adoption
17181,A338150,Dog,Adoption
17182,A348400,Dog,Euthanize
17183,A310100,Dog,Adoption
17184,A366652,Cat,Adoption
17185,A250702,Dog,Transfer
17186,A308689,Dog,Return To Owner
17187,A266328,Dog,Transfer
17188,A385976,Dog,Return To Owner
17189,A336058,Dog,Adoption
17190,A348073,Dog,Adoption
17191,A315056,Dog,Return To Owner
17192,A326391,Cat,Adoption
17193,A369405,Dog,Adoption
17194,A299475,Dog,Adoption
17195,A372804,Dog,Adoption
17196,A352299,Dog,Return To Owner
17197,A365543,Dog,Euthanize
17198,A067376,Cat,Euthanize
17199,A387055,Cat,Transfer
17200,A317606,Dog,Return To Owner
17201,A311653,Dog,Euthanize
17202,A304238,Cat,Transfer
17203,A321711,Dog,Adoption
17204,A374851,Other,Euthanize
17205,A348972,Dog,Return To Owner
17206,A357358,Other,Adoption
17207,A307819,Cat,Died
17208,A361137,Cat,Euthanize
17209,A340075,Cat,Adoption
17210,A388836,Cat,Transfer
17211,A310674,Cat,Adoption
17212,A337016,Dog,Adoption
17213,A354729,Cat,Euthanize
17214,A375145,Cat,Transfer
17215,A353988,Dog,Adoption
17216,A327669,Dog,Return To Owner
17217,A330261,Cat,Adoption
17218,A311500,Cat,Transfer
17219,A361259,Dog,Adoption
17220,A347848,Dog,Return To Owner
17221,A380853,Other,Adoption
17222,A348520,Dog,Adoption
17223,A387051,Cat,Transfer
17224,A316155,Dog,Adoption
17225,A337974,Dog,Adoption
17226,A290368,Dog,Return To Owner
17227,A384741,Dog,Adoption
17228,A321419,Dog,Return To Owner
17229,A354498,Cat,Adoption
17230,A386856,Cat,Adoption
17231,A300644,Other,Transfer
17232,A360897,Cat,Transfer
17233,A304921,Dog,Adoption
17234,A294368,Dog,Return To Owner
17235,A300630,Dog,Return To Owner
17236,A385087,Dog,Adoption
17237,A005178,Dog,Return To Owner
17238,A340719,Cat,Return To Owner
17239,A338381,Dog,Euthanize
17240,A389579,Cat,Adoption
17241,A336825,Dog,Return To Owner
17242,A303732,Dog,Euthanize
17243,A312892,Cat,Return To Owner
17244,A308003,Dog,Adoption
17245,A309245,Dog,Adoption
17246,A337980,Cat,Transfer
17247,A320089,Dog,Return To Owner
17248,A327704,Cat,Adoption
17249,A386762,Other,Adoption
17250,A293447,Dog,Return To Owner
17251,A339755,Dog,Return To Owner
17252,A389212,Cat,Transfer
17253,A020853,Dog,Return To Owner
17254,A338612,Cat,Adoption
17255,A316521,Other,Adoption
17256,A342967,Cat,Return To Owner
17257,A231310,Dog,Return To Owner
17258,A329244,Dog,Died
17259,A321211,Cat,Return To Owner
17260,A329969,Other,Euthanize
17261,A242913,Dog,Return To Owner
17262,A377193,Cat,Return To Owner
17263,A315364,Cat,Euthanize
17264,A350424,Dog,Return To Owner
17265,A285891,Dog,Transfer
17266,A222339,Dog,Transfer
17267,A339984,Dog,Return To Owner
17268,A391943,Dog,Transfer
17269,A372343,Dog,Return To Owner
17270,A341803,Cat,Transfer
17271,A360485,Cat,Transfer
17272,A372605,Dog,Euthanize
17273,A316279,Cat,Euthanize
17274,A324076,Dog,Return To Owner
17275,A347060,Dog,Adoption
17276,A366356,Dog,Return To Owner
17277,A349062,Dog,Return To Owner
17278,A313034,Cat,Euthanize
17279,A301263,Cat,Adoption
17280,A372799,Cat,Transfer
17281,A353568,Cat,Euthanize
17282,A369358,Other,Return To Owner
17283,A309292,Dog,Return To Owner
17284,A303190,Other,Euthanize
17285,A385003,Dog,Return To Owner
17286,A336541,Cat,Transfer
17287,A374521,Other,Transfer
17288,A305554,Cat,Return To Owner
17289,A393359,Dog,Return To Owner
17290,A301100,Dog,Adoption
17291,A310300,Dog,Adoption
17292,A308657,Cat,Adoption
17293,A227596,Dog,Return To Owner
17294,A314625,Dog,Return To Owner
17295,A348215,Dog,Adoption
17296,A303907,Dog,Return To Owner
17297,A372950,Cat,Euthanize
17298,A201227,Dog,Adoption
17299,A354289,Dog,Adoption
17300,A391788,Other,Euthanize
17301,A306659,Cat,Adoption
17302,A370218,Dog,Return To Owner
17303,A255093,Dog,Return To Owner
17304,A318151,Cat,Adoption
17305,A389664,Cat,Euthanize
17306,A314745,Dog,Adoption
17307,A372543,Dog,Return To Owner
17308,A383145,Cat,Adoption
17309,A335235,Cat,Adoption
17310,A322514,Dog,Adoption
17311,A386635,Dog,Return To Owner
17312,A305368,Other,Transfer
17313,A281269,Dog,Return To Owner
17314,A339306,Cat,Return To Owner
17315,A334402,Cat,Euthanize
17316,A334438,Dog,Transfer
17317,A315793,Dog,Return To Owner
17318,A329431,Cat,Adoption
17319,A356308,Dog,Return To Owner
17320,A354246,Cat,Adoption
17321,A365521,Cat,Return To Owner
17322,A315226,Cat,Adoption
17323,A324154,Dog,Transfer
17324,A362764,Other,Transfer
17325,A343094,Dog,Return To Owner
17326,A306084,Dog,Return To Owner
17327,A339872,Other,Euthanize
